MIXTURE 2-D: 0 short (2 tails) + 160 long (4 tails) + 2159 water, L=65.0, packing fraction 0.55, kT=0.45, start=random
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0     6.52        9   3.16    0.330   0.842  0.922  0.249   2.583  1.089        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   20000    -6.10       19   5.63    0.391   1.231  0.893  0.465   4.303  1.448        0     0     n   0.70       3      1.00     1.00   +0.000     0     nan
   40000    -6.17       19   5.05    0.406   1.600  0.799  0.253   3.921  1.455        0     0     n   0.57       1      1.00     1.00   +0.000     0     nan
   60000    -6.45       21   5.36    0.445   1.900  0.902  0.136   3.202  1.383        0     0     n   0.34       1      1.00     1.00   +0.000     0     nan
   80000    -6.48       24   7.20    0.451   2.247  0.833  0.174   3.229  1.446        0     0     n   0.67      11      1.00     1.00   +0.000     0     nan
  100000    -6.60       33   8.87    0.460   2.314  0.869  0.181   3.553  1.408        0     0     n   0.73      28      1.00     1.00   +0.000     0     nan
  120000    -6.59       38   9.56    0.425   2.213  0.862  0.089   4.053  1.418        0     0     n   0.95      47      1.00     1.00   +0.000     0     nan
  140000    -6.62       38   9.04    0.400   1.474  0.842  0.343   3.546  1.411        0     0     n   1.05      43      1.00     1.00   +0.000     0     nan
  160000    -6.92       38   9.32    0.369   1.057  0.811  0.117   3.776  1.435        0     0     n   1.19      54      1.00     1.00   +0.000     0     nan
  180000    -6.79       38   8.86    0.360   0.889  0.862  0.211   3.625  1.421        0     0     n   1.27      48      1.00     1.00   +0.000     0     nan
  200000    -6.66       38   8.87    0.285   0.182  0.855  0.345   4.020  1.427        0     0     n   1.50      57      1.00     1.00   +0.000     0     nan
  220000    -6.61       38   8.97    0.292   0.182  0.830  0.125   3.329  1.420        0     0     n   1.28      51      1.00     1.00   +0.000     0     nan
  240000    -6.68       71  11.11      nan     nan    nan    nan   3.546  1.422        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  260000    -7.01       71  10.78      nan     nan    nan    nan   3.884  1.422        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  280000    -6.70       71  11.18      nan     nan    nan    nan   3.651  1.423        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  300000    -6.77       71  11.20      nan     nan    nan    nan   3.648  1.426        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  320000    -6.82       71  10.85      nan     nan    nan    nan   3.567  1.420        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  340000    -6.68       71  10.84      nan     nan    nan    nan   3.433  1.402        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  360000    -7.04       71  10.67      nan     nan    nan    nan   3.863  1.414        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  380000    -6.89       71  10.79      nan     nan    nan    nan   3.813  1.427        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  400000    -6.80       71  10.74      nan     nan    nan    nan   3.641  1.419        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  420000    -7.03       71  10.27      nan     nan    nan    nan   3.475  1.419        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  440000    -6.91       61   9.34      nan     nan    nan    nan   3.611  1.408        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  460000    -7.03       71  10.50      nan     nan    nan    nan   3.528  1.415        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  480000    -6.95       71  10.11      nan     nan    nan    nan   3.641  1.437        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  500000    -6.96       71   9.70      nan     nan    nan    nan   3.771  1.417        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  520000    -7.01       71  10.09      nan     nan    nan    nan   3.504  1.415        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  540000    -6.89       71  10.42      nan     nan    nan    nan   3.408  1.427        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  560000    -6.97       71   9.53      nan     nan    nan    nan   3.338  1.419        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  580000    -7.01       71   9.93      nan     nan    nan    nan   3.169  1.412        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  600000    -6.83       71   9.74      nan     nan    nan    nan   3.109  1.399        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
