steric push-off: E/lipid 3.2 -> -21.6, min non-bonded r 0.049 -> 0.850
MIXTURE 2-D: 0 short (2 tails) + 80 long (4 tails) + 956 water, L=44.0, packing fraction 0.55, kT=0.45, start=ring
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0    -7.76       80  17.47      nan     nan    nan    nan   2.694  1.460     1288     1     n    nan       0      1.00     1.00   +0.000     1   0.382
    5000    -7.50       80  16.99      nan     nan    nan    nan   4.100  1.459     1421     1     n    nan       0      1.00     1.00   +0.000     1   0.344
   10000    -7.14       80  16.89      nan     nan    nan    nan   3.378  1.433     1324     1     n    nan       0      1.00     1.00   +0.000     1   0.368
   15000    -7.31       80  14.86      nan     nan    nan    nan   3.491  1.435     1287     1     n    nan       0      1.00     1.00   +0.000     1   0.384
   20000    -7.02       80  16.59      nan     nan    nan    nan   3.384  1.424     1282     1     n    nan       0      1.00     1.00   +0.000     1   0.382
   25000    -7.44       80  17.16      nan     nan    nan    nan   3.928  1.449     1333     1     n    nan       0      1.00     1.00   +0.000     1   0.368
   30000    -7.05       80  16.02      nan     nan    nan    nan   3.350  1.432     1304     1     n    nan       0      1.00     1.00   +0.000     1   0.379
   35000    -7.09       80  14.75      nan     nan    nan    nan   3.378  1.434     1293     1     n    nan       0      1.00     1.00   +0.000     1   0.375
   40000    -7.05       80  14.51      nan     nan    nan    nan   3.647  1.435     1409     1     n    nan       0      1.00     1.00   +0.000     1   0.340
   45000    -7.22       80  13.71      nan     nan    nan    nan   3.641  1.440     1282     1     n    nan       0      1.00     1.00   +0.000     1   0.382
   50000    -7.22       80  15.15      nan     nan    nan    nan   3.188  1.419     1324     1     n    nan       0      1.00     1.00   +0.000     1   0.373
   55000    -6.99       80  16.15      nan     nan    nan    nan   3.056  1.419     1352     1     n    nan       0      1.00     1.00   +0.000     1   0.358
   60000    -6.79       80  16.70      nan     nan    nan    nan   3.547  1.437     1430     1     n    nan       0      1.00     1.00   +0.000     1   0.346
   65000    -7.11       80  14.27      nan     nan    nan    nan   3.266  1.426     1383     1     n    nan       0      1.00     1.00   +0.000     1   0.364
   70000    -7.29       80  16.26      nan     nan    nan    nan   3.594  1.445     1396     1     n    nan       0      1.00     1.00   +0.000     1   0.353
   75000    -7.12       80  16.23      nan     nan    nan    nan   3.666  1.440     1430     1     n    nan       0      1.00     1.00   +0.000     1   0.343
   80000    -7.23       80  16.03      nan     nan    nan    nan   3.706  1.424     1322     1     n    nan       0      1.00     1.00   +0.000     1   0.378
   85000    -7.28       80  15.57      nan     nan    nan    nan   3.534  1.444     1171     1     n    nan       0      1.00     1.00   +0.000     1   0.403
   90000    -7.37       80  16.39      nan     nan    nan    nan   3.556  1.438     1206     1     n    nan       0      1.00     1.00   +0.000     1   0.412
   95000    -7.13       80  16.44      nan     nan    nan    nan   3.647  1.431     1191     1     n    nan       0      1.00     1.00   +0.000     1   0.411
  100000    -6.95       80  16.63      nan     nan    nan    nan   3.359  1.436     1144     1     n    nan       0      1.00     1.00   +0.000     1   0.417
  105000    -7.15       80  16.93      nan     nan    nan    nan   3.500  1.425     1229     1     n    nan       0      1.00     1.00   +0.000     1   0.405
  110000    -7.16       80  16.53      nan     nan    nan    nan   3.462  1.412     1174     1     n    nan       0      1.00     1.00   +0.000     1   0.419
  115000    -7.15       80  17.26      nan     nan    nan    nan   3.456  1.413     1128     1     n    nan       0      1.00     1.00   +0.000     1   0.423
  120000    -7.03       80  16.47      nan     nan    nan    nan   3.503  1.429     1188     1     n    nan       0      1.00     1.00   +0.000     1   0.414
  125000    -7.04       80  14.04      nan     nan    nan    nan   3.241  1.441     1154     1     n    nan       0      1.00     1.00   +0.000     1   0.424
  130000    -7.08       80  16.81      nan     nan    nan    nan   3.263  1.446     1015     1     n    nan       0      1.00     1.00   +0.000     1   0.475
  135000    -7.08       80  16.95      nan     nan    nan    nan   3.312  1.428     1114     1     n    nan       0      1.00     1.00   +0.000     1   0.437
  140000    -7.22       80  17.67      nan     nan    nan    nan   3.231  1.445     1120     1     n    nan       0      1.00     1.00   +0.000     1   0.439
  145000    -7.29       80  17.26      nan     nan    nan    nan   3.569  1.440     1118     1     n    nan       0      1.00     1.00   +0.000     1   0.434
  150000    -6.87       80  15.92      nan     nan    nan    nan   3.241  1.446     1037     1     n    nan       0      1.00     1.00   +0.000     1   0.473
  155000    -7.21       80  16.88      nan     nan    nan    nan   3.522  1.441     1101     1     n    nan       0      1.00     1.00   +0.000     1   0.443
  160000    -6.93       51  11.48      nan     nan    nan    nan   3.250  1.427        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  165000    -7.23       80  12.37      nan     nan    nan    nan   3.484  1.449      929     1     n    nan       0      1.00     1.00   +0.000     1   0.508
  170000    -7.10       80  12.36      nan     nan    nan    nan   3.506  1.446     1015     1     n    nan       0      1.00     1.00   +0.000     1   0.461
  175000    -7.03       80  12.87      nan     nan    nan    nan   3.319  1.448     1052     1     n    nan       0      1.00     1.00   +0.000     1   0.448
  180000    -7.33       80  15.53      nan     nan    nan    nan   3.628  1.454     1124     1     n    nan       0      1.00     1.00   +0.000     1   0.426
  185000    -7.47       80  17.14      nan     nan    nan    nan   3.656  1.449     1054     1     n    nan       0      1.00     1.00   +0.000     1   0.471
  190000    -7.22       80  16.69      nan     nan    nan    nan   3.188  1.436     1102     1     n    nan       0      1.00     1.00   +0.000     1   0.434
  195000    -7.21       80  16.82      nan     nan    nan    nan   3.600  1.435     1081     1     n    nan       0      1.00     1.00   +0.000     1   0.441
  200000    -7.10       80  17.06      nan     nan    nan    nan   3.497  1.439     1154     1     n    nan       0      1.00     1.00   +0.000     1   0.418
