steric push-off: E/lipid 0.2 -> -21.6, min non-bonded r 0.090 -> 0.850
MIXTURE 2-D: 0 short (2 tails) + 80 long (4 tails) + 956 water, L=44.0, packing fraction 0.55, kT=0.45, start=ring
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0    -7.81       80  17.47      nan     nan    nan    nan   2.575  1.460     1293     1     n    nan       0      1.00     1.00   +0.000     1   0.392
    5000    -7.51       80  16.99      nan     nan    nan    nan   3.884  1.449     1454     1     n    nan       0      1.00     1.00   +0.000     1   0.352
   10000    -7.21       80  16.70      nan     nan    nan    nan   3.478  1.438     1448     1     n    nan       0      1.00     1.00   +0.000     1   0.349
   15000    -7.20       80  16.87      nan     nan    nan    nan   3.556  1.433        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   20000    -7.27       80  16.73      nan     nan    nan    nan   3.734  1.434     1471     1     n    nan       0      1.00     1.00   +0.000     1   0.343
   25000    -7.33       80  16.37      nan     nan    nan    nan   3.544  1.442     1507     1     n    nan       0      1.00     1.00   +0.000     1   0.344
   30000    -7.06       80  16.90      nan     nan    nan    nan   3.438  1.428     1417     1     n    nan       0      1.00     1.00   +0.000     1   0.367
   35000    -7.35       80  17.56      nan     nan    nan    nan   3.516  1.436     1434     1     n    nan       0      1.00     1.00   +0.000     1   0.350
   40000    -7.44       80  14.89      nan     nan    nan    nan   3.691  1.439     1471     1     n    nan       0      1.00     1.00   +0.000     1   0.343
   45000    -7.58       80  14.86      nan     nan    nan    nan   3.909  1.445     1353     1     n    nan       0      1.00     1.00   +0.000     1   0.386
   50000    -7.11       80  17.77      nan     nan    nan    nan   3.741  1.446     1403     1     n    nan       0      1.00     1.00   +0.000     1   0.361
