steric push-off: E/lipid -0.1 -> -21.5, min non-bonded r 0.066 -> 0.850
MIXTURE 2-D: 0 short (2 tails) + 80 long (4 tails) + 956 water, L=44.0, packing fraction 0.55, kT=0.45, start=ring
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0    -7.93       80  17.47      nan     nan    nan    nan   2.663  1.461     1296     1     n    nan       0      1.00     1.00   +0.000     1   0.513
    5000    -7.58       80  17.32      nan     nan    nan    nan   3.797  1.448     1467     1     n    nan       0      1.00     1.00   +0.000     1   0.462
   10000    -7.59       80  17.50      nan     nan    nan    nan   3.741  1.459     1436     1     n    nan       0      1.00     1.00   +0.000     1   0.470
   15000    -7.31       80  16.96      nan     nan    nan    nan   3.713  1.459     1573     1     n    nan       0      1.00     1.00   +0.000     1   0.434
   20000    -7.55       80  16.99      nan     nan    nan    nan   3.353  1.447     1409     1     n    nan       0      1.00     1.00   +0.000     1   0.479
   25000    -7.38       80  16.54      nan     nan    nan    nan   3.631  1.440     1427     1     n    nan       0      1.00     1.00   +0.000     1   0.458
   30000    -7.55       80  16.15      nan     nan    nan    nan   3.734  1.437     1430     1     n    nan       0      1.00     1.00   +0.000     1   0.462
   35000    -7.32       80  15.89      nan     nan    nan    nan   4.197  1.443        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   40000    -7.43       80  15.60      nan     nan    nan    nan   3.594  1.417        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   45000    -7.26       80  15.98      nan     nan    nan    nan   3.603  1.447     1425     1     n    nan       0      1.00     1.00   +0.000     1   0.462
   50000    -7.10       80  16.54      nan     nan    nan    nan   3.400  1.439     1241     1     n    nan       0      1.00     1.00   +0.000     1   0.532
   55000    -7.32       80  16.32      nan     nan    nan    nan   3.572  1.436     1223     1     n    nan       0      1.00     1.00   +0.000     1   0.538
   60000    -7.35       80  16.75      nan     nan    nan    nan   3.609  1.438     1238     1     n    nan       0      1.00     1.00   +0.000     1   0.533
   65000    -7.32       80  16.91      nan     nan    nan    nan   3.469  1.442     1273     1     n    nan       0      1.00     1.00   +0.000     1   0.524
   70000    -7.08       80  15.13      nan     nan    nan    nan   3.059  1.436     1277     1     n    nan       0      1.00     1.00   +0.000     1   0.521
   75000    -7.18       80  16.13      nan     nan    nan    nan   3.825  1.440     1260     1     n    nan       0      1.00     1.00   +0.000     1   0.534
   80000    -7.33       80  14.12      nan     nan    nan    nan   3.409  1.437        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   85000    -7.37       80  13.99      nan     nan    nan    nan   3.672  1.442        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   90000    -7.10       80  14.10      nan     nan    nan    nan   3.869  1.450     1250     1     n    nan       0      1.00     1.00   +0.000     1   0.516
   95000    -7.25       80  13.55      nan     nan    nan    nan   3.438  1.431     1228     1     n    nan       0      1.00     1.00   +0.000     1   0.514
  100000    -7.31       80  12.43      nan     nan    nan    nan   3.625  1.426     1136     1     n    nan       0      1.00     1.00   +0.000     1   0.569
  105000    -7.07       80  13.34      nan     nan    nan    nan   3.566  1.450     1103     1     n    nan       0      1.00     1.00   +0.000     1   0.568
  110000    -7.25       79  13.24      nan     nan    nan    nan   3.585  1.460     1045     1     n    nan       0      1.00     1.00   +0.000     1   0.601
  115000    -7.41       80  14.13      nan     nan    nan    nan   3.747  1.449     1080     1     n    nan       0      1.00     1.00   +0.000     1   0.587
  120000    -7.20       80  13.60      nan     nan    nan    nan   3.272  1.440     1050     1     n    nan       0      1.00     1.00   +0.000     1   0.613
  125000    -7.17       80  12.52      nan     nan    nan    nan   3.375  1.434     1080     1     n    nan       0      1.00     1.00   +0.000     1   0.580
  130000    -7.38       80  13.13      nan     nan    nan    nan   3.722  1.454     1137     1     n    nan       0      1.00     1.00   +0.000     1   0.558
  135000    -7.05       80  12.38      nan     nan    nan    nan   3.397  1.442     1053     1     n    nan       0      1.00     1.00   +0.000     1   0.594
  140000    -7.35       80  12.39      nan     nan    nan    nan   3.713  1.433     1054     1     n    nan       0      1.00     1.00   +0.000     1   0.598
  145000    -7.29       80  12.32      nan     nan    nan    nan   3.616  1.458     1015     1     n    nan       0      1.00     1.00   +0.000     1   0.606
  150000    -7.41       80  12.22      nan     nan    nan    nan   3.288  1.435     1030     1     n    nan       0      1.00     1.00   +0.000     1   0.595
  155000    -7.18       80  12.07      nan     nan    nan    nan   3.541  1.439      972     1     n    nan       0      1.00     1.00   +0.000     1   0.628
  160000    -7.19       80  12.03      nan     nan    nan    nan   3.500  1.428      988     1     n    nan       0      1.00     1.00   +0.000     1   0.631
  165000    -7.31       80  12.02      nan     nan    nan    nan   3.566  1.450      982     1     n    nan       0      1.00     1.00   +0.000     1   0.626
  170000    -6.87       80  12.18      nan     nan    nan    nan   3.266  1.443      998     1     n    nan       0      1.00     1.00   +0.000     1   0.629
  175000    -7.29       80  11.97      nan     nan    nan    nan   3.269  1.420      952     1     n    nan       0      1.00     1.00   +0.000     1   0.628
  180000    -7.13       80  11.84      nan     nan    nan    nan   3.462  1.445      923     1     n    nan       0      1.00     1.00   +0.000     1   0.644
  185000    -7.27       80  12.05      nan     nan    nan    nan   3.528  1.443      983     1     n    nan       0      1.00     1.00   +0.000     1   0.639
  190000    -7.41       80  12.14      nan     nan    nan    nan   3.416  1.438      897     1     n    nan       0      1.00     1.00   +0.000     1   0.678
  195000    -7.44       80  11.92      nan     nan    nan    nan   3.428  1.437        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  200000    -7.06       80  12.06      nan     nan    nan    nan   3.378  1.420      897     1     n    nan       0      1.00     1.00   +0.000     1   0.686
  205000    -7.06       80  11.92      nan     nan    nan    nan   3.228  1.430      876     1     n    nan       0      1.00     1.00   +0.000     1   0.693
  210000    -6.92       80  12.02      nan     nan    nan    nan   3.316  1.418      829     1     n    nan       0      1.00     1.00   +0.000     1   0.710
  215000    -7.39       80  11.37      nan     nan    nan    nan   3.566  1.423      754     1     n    nan       0      1.00     1.00   +0.000     1   0.792
  220000    -7.04       80  11.84      nan     nan    nan    nan   3.434  1.447      767     1     n    nan       0      1.00     1.00   +0.000     1   0.737
  225000    -7.19       80  11.90      nan     nan    nan    nan   3.484  1.439      754     1     n    nan       0      1.00     1.00   +0.000     1   0.764
  230000    -6.83       80  11.87      nan     nan    nan    nan   3.228  1.421      691     1     n    nan       0      1.00     1.00   +0.000     1   0.854
  235000    -6.84       80  11.36      nan     nan    nan    nan   3.312  1.423      671     1     n    nan       0      1.00     1.00   +0.000     1   0.810
  240000    -7.10       80  11.59      nan     nan    nan    nan   3.519  1.444      662     1     n    nan       0      1.00     1.00   +0.000     1   0.855
  245000    -7.38       80  11.96      nan     nan    nan    nan   3.578  1.442      765     1     n    nan       0      1.00     1.00   +0.000     1   0.795
  250000    -7.30       80  12.72      nan     nan    nan    nan   3.644  1.465      812     1     n    nan       0      1.00     1.00   +0.000     1   0.752
  255000    -7.18       80  12.87      nan     nan    nan    nan   3.444  1.449      815     1     n    nan       0      1.00     1.00   +0.000     1   0.721
  260000    -7.36       80  13.43      nan     nan    nan    nan   3.662  1.441      831     1     n    nan       0      1.00     1.00   +0.000     1   0.726
  265000    -7.34       80  13.85      nan     nan    nan    nan   3.744  1.436      771     1     n    nan       0      1.00     1.00   +0.000     1   0.781
  270000    -7.35       80  12.67      nan     nan    nan    nan   3.934  1.451      834     1     n    nan       0      1.00     1.00   +0.000     1   0.727
  275000    -7.57       78  12.02      nan     nan    nan    nan   3.910  1.438      861     1     n    nan       0      1.00     1.00   +0.000     1   0.708
  280000    -7.26       80  12.91      nan     nan    nan    nan   3.453  1.437      829     1     n    nan       0      1.00     1.00   +0.000     1   0.703
  285000    -7.47       80  12.42      nan     nan    nan    nan   3.475  1.447      779     1     n    nan       0      1.00     1.00   +0.000     1   0.745
  290000    -6.94       80  12.49      nan     nan    nan    nan   3.381  1.454      745     1     n    nan       0      1.00     1.00   +0.000     1   0.776
  295000    -7.15       80  12.03      nan     nan    nan    nan   3.531  1.434      795     1     n    nan       0      1.00     1.00   +0.000     1   0.769
  300000    -7.14       80  12.33      nan     nan    nan    nan   3.541  1.435      852     1     n    nan       0      1.00     1.00   +0.000     1   0.703
