MIXTURE 2-D: 0 short (2 tails) + 160 long (4 tails) + 2159 water, L=65.0, packing fraction 0.55, kT=0.45, start=random
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0     7.59        9   2.04    0.603   6.609  1.023  0.057   3.111  1.018        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   20000    -5.75       15   3.69    0.450   1.965  0.819 -0.096   3.183  1.429        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   40000    -6.32       19   5.55    0.375   1.000  0.882  0.431   2.711  1.413        0     0     n   1.30       5      1.00     1.00   +0.000     0     nan
   60000    -6.17       19   4.81    0.424   1.600  0.817  0.079   4.092  1.415        0     0     n   0.94       1      1.00     1.00   +0.000     0     nan
   80000    -6.19       20   4.81    0.432   1.620  0.800  0.120   3.037  1.458        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  100000    -6.39       33   7.35    0.530   3.664  0.811  0.022   3.424  1.420        0     0     n   0.39       7      1.00     1.00   +0.000     0     nan
  120000    -6.56       33   7.97    0.472   2.576  0.886  0.146   3.758  1.371        0     0     n   0.83      21      1.00     1.00   +0.000     0     nan
  140000    -6.37       33   7.29    0.464   2.487  0.876 -0.030   3.992  1.377        0     0     n   0.40       7      1.00     1.00   +0.000     0     nan
  160000    -6.62       33   7.87    0.464   3.044  0.882  0.138   3.061  1.366        0     0     n   0.75      18      1.00     1.00   +0.000     0     nan
  180000    -6.53       38   8.84    0.498   3.339  0.827  0.028   3.934  1.439        0     0     n   0.56      21      1.00     1.00   +0.000     0     nan
  200000    -6.73       38   9.04    0.505   3.077  0.836 -0.041   3.770  1.433        0     0     n   0.51      21      1.00     1.00   +0.000     0     nan
  220000    -6.74       38   7.92    0.453   2.360  0.804  0.083   3.053  1.432        0     0     n   0.49      12      1.00     1.00   +0.000     0     nan
  240000    -6.54       38   7.56    0.434   2.000  0.794  0.016   3.059  1.445        0     0     n   0.49      10      1.00     1.00   +0.000     0     nan
  260000    -6.55       54  10.75      nan     nan    nan    nan   3.741  1.413        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  280000    -6.59       54  10.46      nan     nan    nan    nan   3.921  1.433        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  300000    -6.25       54  10.68      nan     nan    nan    nan   3.255  1.426        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  320000    -6.66       54  10.67      nan     nan    nan    nan   3.491  1.434        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  340000    -6.75       54  10.17      nan     nan    nan    nan   3.412  1.421        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  360000    -6.62       45   8.07    0.510   3.436  0.785 -0.073   3.300  1.443        0     0     n   0.30       8      1.00     1.00   +0.000     0     nan
  380000    -6.78       56  10.83      nan     nan    nan    nan   3.598  1.424        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  400000    -6.82       56   9.84      nan     nan    nan    nan   4.121  1.442        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  420000    -6.78       56  10.40      nan     nan    nan    nan   3.424  1.430        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  440000    -6.95       56  10.64      nan     nan    nan    nan   3.487  1.419        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  460000    -6.68       56   9.76      nan     nan    nan    nan   3.518  1.441        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  480000    -6.76       56   9.60      nan     nan    nan    nan   3.567  1.414        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  500000    -6.75       56   9.18      nan     nan    nan    nan   3.531  1.431        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  520000    -6.91       56  10.21      nan     nan    nan    nan   3.411  1.443        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  540000    -6.78       56   9.51      nan     nan    nan    nan   3.143  1.424        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  560000    -6.53       56   9.72      nan     nan    nan    nan   3.344  1.431        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  580000    -6.44       56   8.84    0.493   2.913  0.835 -0.026   3.415  1.418        0     0     n   0.21       8      1.00     1.00   +0.000     0     nan
  600000    -6.86       56   9.21      nan     nan    nan    nan   3.344  1.411        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  620000    -6.93       56  10.30    0.501   3.319  0.792  0.063   3.174  1.427        0     0     n   0.42      27      1.00     1.00   +0.000     0     nan
  640000    -6.77       56  10.20      nan     nan    nan    nan   3.192  1.431        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  660000    -6.84      119  22.77      nan     nan    nan    nan   3.660  1.452        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  680000    -6.82      120  23.53      nan     nan    nan    nan   3.569  1.440        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  700000    -6.79      120  23.70      nan     nan    nan    nan   3.817  1.431        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  720000    -6.94      120  22.15      nan     nan    nan    nan   3.556  1.419        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  740000    -6.54       65  17.03      nan     nan    nan    nan   3.673  1.431        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  760000    -6.76       65  16.04      nan     nan    nan    nan   4.015  1.430        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  780000    -6.86       65  15.84      nan     nan    nan    nan   4.081  1.429        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  800000    -6.80       65  15.49      nan     nan    nan    nan   3.654  1.415        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  820000    -6.93       65  15.64      nan     nan    nan    nan   4.185  1.432        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
  840000    -7.04       65  16.17      nan     nan    nan    nan   4.115  1.439        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
  860000    -6.96       65  16.38      nan     nan    nan    nan   4.073  1.453        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
  880000    -6.85       65  15.41      nan     nan    nan    nan   3.781  1.440        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
  900000    -6.85       65  14.50      nan     nan    nan    nan   4.077  1.442        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
  920000    -6.92       65  13.77      nan     nan    nan    nan   3.815  1.432        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
  940000    -6.81       65  14.73      nan     nan    nan    nan   3.915  1.431        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
  960000    -6.87       65  14.96      nan     nan    nan    nan   3.854  1.428        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
  980000    -6.67       65  16.15      nan     nan    nan    nan   3.515  1.439        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
 1000000    -6.85       65  16.58      nan     nan    nan    nan   3.819  1.438        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
 1020000    -6.93       65  14.87      nan     nan    nan    nan   3.900  1.430        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
 1040000    -7.19       65  15.84      nan     nan    nan    nan   3.919  1.442        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
 1060000    -6.90       65  16.19      nan     nan    nan    nan   3.708  1.413        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
 1080000    -6.86       65  16.02      nan     nan    nan    nan   3.885  1.433        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
 1100000    -7.03       65  16.74      nan     nan    nan    nan   3.988  1.430        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
 1120000    -7.07       65  16.10      nan     nan    nan    nan   3.735  1.442        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
 1140000    -6.81       69  16.39      nan     nan    nan    nan   3.587  1.417        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
 1160000    -6.76       71  14.90      nan     nan    nan    nan   3.556  1.429        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1180000    -6.81       82  15.11      nan     nan    nan    nan   3.561  1.412        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1200000    -6.99       82  15.58      nan     nan    nan    nan   3.646  1.410        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1220000    -6.82       82  15.19      nan     nan    nan    nan   3.524  1.437        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1240000    -6.82       82  15.31      nan     nan    nan    nan   3.759  1.422        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1260000    -6.75       82  15.47      nan     nan    nan    nan   3.701  1.426        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1280000    -6.53       82  16.29      nan     nan    nan    nan   3.518  1.408        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1300000    -6.70       82  15.58      nan     nan    nan    nan   3.335  1.427        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1320000    -6.85       82  16.64      nan     nan    nan    nan   3.759  1.438        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1340000    -6.78       82  16.08      nan     nan    nan    nan   3.439  1.403        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1360000    -6.53       69  17.16      nan     nan    nan    nan   3.312  1.422        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
 1380000    -6.91       82  14.98      nan     nan    nan    nan   3.790  1.425        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1400000    -6.83       82  14.01      nan     nan    nan    nan   3.713  1.428        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1420000    -6.78       82  13.86      nan     nan    nan    nan   3.442  1.418        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1440000    -6.82       82  14.31      nan     nan    nan    nan   3.899  1.436        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1460000    -6.78       82  14.61      nan     nan    nan    nan   3.738  1.424        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1480000    -6.99       82  15.09      nan     nan    nan    nan   3.790  1.421        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
 1500000    -7.05       91  15.83      nan     nan    nan    nan   3.978  1.419        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
 1520000    -6.92       91  15.43      nan     nan    nan    nan   3.835  1.416        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
 1540000    -6.90       91  15.88      nan     nan    nan    nan   4.014  1.437        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
 1560000    -7.01       91  15.68      nan     nan    nan    nan   3.786  1.438        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
 1580000    -7.16       91  15.43      nan     nan    nan    nan   4.047  1.433        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
 1600000    -6.96       91  15.82      nan     nan    nan    nan   3.849  1.420        0     0     Y    nan       0      1.00     1.00   +0.000     0     nan
