MIXTURE 2-D: 0 short (2 tails) + 160 long (4 tails) + 2159 water, L=65.0, packing fraction 0.55, kT=0.45, start=random
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0     6.68        7   1.94    0.527   3.478  0.989  0.249   1.607  0.977        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   20000    -5.93       30   7.67    0.454   2.327  0.852  0.533   3.475  1.408        0     0     n   1.11      24      1.00     1.00   +0.000     0     nan
   40000    -6.43       31   7.68    0.418   1.639  0.896  0.280   2.919  1.416        0     0     n   0.74      16      1.00     1.00   +0.000     0     nan
   60000    -6.22       31   7.11    0.438   1.719  0.795  0.285   3.581  1.423        0     0     n   0.65      10      1.00     1.00   +0.000     0     nan
   80000    -6.53       41   9.70    0.401   1.640  0.843  0.133   3.756  1.426        0     0     n   0.98      51      1.00     1.00   +0.000     0     nan
  100000    -6.60       57  13.00      nan     nan    nan    nan   3.500  1.422        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  120000    -6.81       57  11.05      nan     nan    nan    nan   3.575  1.439        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  140000    -6.81       57  11.55      nan     nan    nan    nan   3.750  1.438        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  160000    -6.63       57  12.00      nan     nan    nan    nan   3.715  1.448        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  180000    -6.78       57  12.14      nan     nan    nan    nan   3.649  1.442        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  200000    -6.78       57  11.77      nan     nan    nan    nan   3.548  1.429        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  220000    -6.76       57  12.05      nan     nan    nan    nan   3.825  1.422        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  240000    -6.75       57  12.18      nan     nan    nan    nan   3.798  1.441        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  260000    -6.78       54  12.16      nan     nan    nan    nan   3.532  1.420        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  280000    -6.67       54  12.18      nan     nan    nan    nan   3.523  1.418        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  300000    -6.65       54  11.89      nan     nan    nan    nan   3.764  1.433        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  320000    -7.14       54  12.23      nan     nan    nan    nan   4.111  1.445        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  340000    -6.92       54  12.16      nan     nan    nan    nan   3.810  1.454        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  360000    -7.19       94  18.32      nan     nan    nan    nan   3.984  1.443        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  380000    -6.85       94  18.42      nan     nan    nan    nan   3.742  1.439        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  400000    -7.05       94  19.07      nan     nan    nan    nan   3.766  1.442        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  420000    -6.49      131  19.35      nan     nan    nan    nan   3.561  1.432        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  440000    -6.92       80  16.68      nan     nan    nan    nan   3.525  1.431        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  460000    -6.62       92  16.27      nan     nan    nan    nan   3.503  1.433        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  480000    -6.81      103  16.16      nan     nan    nan    nan   3.175  1.436        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  500000    -6.82      137  19.13      nan     nan    nan    nan   3.622  1.434        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  520000    -6.82      133  22.55      nan     nan    nan    nan   3.870  1.445        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  540000    -6.94       99  20.55      nan     nan    nan    nan   3.788  1.434        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  560000    -6.76       99  20.41      nan     nan    nan    nan   3.364  1.427        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  580000    -6.95       99  20.74      nan     nan    nan    nan   3.629  1.440        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  600000    -6.72       98  18.13      nan     nan    nan    nan   3.592  1.421        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
