steric push-off: E/lipid -17.3 -> -21.0, min non-bonded r 0.642 -> 0.850
MIXTURE 2-D: 0 short (2 tails) + 80 long (4 tails) + 956 water, L=44.0, packing fraction 0.55, kT=0.45, start=ring
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0    -7.80       80  17.47      nan     nan    nan    nan   2.675  1.461     1294     1     n    nan       0      1.00     1.00   +0.000     1   1.124
    5000    -7.75       80  17.37      nan     nan    nan    nan   3.697  1.467     1363     1     n    nan       0      1.00     1.00   +0.000     1   1.069
   10000    -7.46       80  17.33      nan     nan    nan    nan   3.831  1.449     1320     1     n    nan       0      1.00     1.00   +0.000     1   1.113
   15000    -7.35       80  17.65      nan     nan    nan    nan   3.709  1.445     1268     1     n    nan       0      1.00     1.00   +0.000     1   1.145
   20000    -7.46       80  17.31      nan     nan    nan    nan   3.475  1.446     1315     1     n    nan       0      1.00     1.00   +0.000     1   1.113
   25000    -7.26       80  17.07      nan     nan    nan    nan   3.703  1.456     1296     1     n    nan       0      1.00     1.00   +0.000     1   1.139
   30000    -7.45       80  16.78      nan     nan    nan    nan   3.847  1.442     1262     1     n    nan       0      1.00     1.00   +0.000     1   1.157
   35000    -7.22       80  16.96      nan     nan    nan    nan   3.559  1.428     1316     1     n    nan       0      1.00     1.00   +0.000     1   1.102
   40000    -7.29       80  16.27      nan     nan    nan    nan   3.294  1.444     1208     1     n    nan       0      1.00     1.00   +0.000     1   1.191
   45000    -7.45       80  16.80      nan     nan    nan    nan   3.537  1.454     1372     1     n    nan       0      1.00     1.00   +0.000     1   1.070
   50000    -7.27       80  17.02      nan     nan    nan    nan   3.497  1.429     1155     1     n    nan       0      1.00     1.00   +0.000     1   1.233
   55000    -7.25       80  16.84      nan     nan    nan    nan   3.650  1.443     1162     1     n    nan       0      1.00     1.00   +0.000     1   1.251
   60000    -7.51       80  15.76      nan     nan    nan    nan   3.588  1.444     1074     1     n    nan       0      1.00     1.00   +0.000     1   1.320
   65000    -7.30       80  16.15      nan     nan    nan    nan   3.322  1.424     1119     1     n    nan       0      1.00     1.00   +0.000     1   1.292
   70000    -6.94       80  15.59      nan     nan    nan    nan   3.425  1.438     1091     1     n    nan       0      1.00     1.00   +0.000     1   1.297
   75000    -7.24       80  15.02      nan     nan    nan    nan   3.559  1.435     1042     1     n    nan       0      1.00     1.00   +0.000     1   1.358
