steric push-off: E/lipid -3.0 -> -21.3, min non-bonded r 0.130 -> 0.850
MIXTURE 2-D: 0 short (2 tails) + 80 long (4 tails) + 956 water, L=44.0, packing fraction 0.55, kT=0.45, start=ring
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0    -8.00       80  17.47      nan     nan    nan    nan   2.650  1.462     1293     1     n    nan       0      1.00     1.00   +0.000     1   0.506
    5000    -7.40       80  16.96      nan     nan    nan    nan   3.891  1.461     1492     1     n    nan       0      1.00     1.00   +0.000     1   0.449
   10000    -7.00       80  17.24      nan     nan    nan    nan   3.328  1.411     1451     1     n    nan       0      1.00     1.00   +0.000     1   0.452
   15000    -7.17       80  17.10      nan     nan    nan    nan   3.756  1.448     1514     1     n    nan       0      1.00     1.00   +0.000     1   0.436
   20000    -7.30       80  17.48      nan     nan    nan    nan   3.612  1.447     1457     1     n    nan       0      1.00     1.00   +0.000     1   0.457
   25000    -7.01       80  17.37      nan     nan    nan    nan   3.713  1.427        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   30000    -6.91       80  17.18      nan     nan    nan    nan   3.356  1.434        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   35000    -7.19       80  17.13      nan     nan    nan    nan   3.500  1.441        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   40000    -7.24       80  16.07      nan     nan    nan    nan   3.603  1.423     1373     1     n    nan       0      1.00     1.00   +0.000     1   0.504
   45000    -7.41       80  15.00      nan     nan    nan    nan   3.700  1.421     1261     1     n    nan       0      1.00     1.00   +0.000     1   0.531
   50000    -7.19       80  15.52      nan     nan    nan    nan   3.459  1.450     1300     1     n    nan       0      1.00     1.00   +0.000     1   0.509
   55000    -7.03       80  14.70      nan     nan    nan    nan   3.747  1.431     1284     1     n    nan       0      1.00     1.00   +0.000     1   0.519
   60000    -7.09       80  16.90      nan     nan    nan    nan   3.559  1.440     1415     1     n    nan       0      1.00     1.00   +0.000     1   0.480
   65000    -6.95       77  15.15      nan     nan    nan    nan   3.351  1.434        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   70000    -7.14       80  14.25      nan     nan    nan    nan   3.744  1.441        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   75000    -7.13       80  15.06      nan     nan    nan    nan   3.694  1.411        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   80000    -7.01       80  14.89      nan     nan    nan    nan   3.381  1.445        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   85000    -7.27       70  16.03      nan     nan    nan    nan   3.621  1.441        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   90000    -7.16       70  16.52      nan     nan    nan    nan   3.496  1.453        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   95000    -6.70       80  15.27      nan     nan    nan    nan   3.444  1.432        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  100000    -6.74       80  17.76      nan     nan    nan    nan   3.344  1.429        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  105000    -7.16       49  11.99      nan     nan    nan    nan   3.500  1.419        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  110000    -7.25       80  14.66      nan     nan    nan    nan   3.694  1.427        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  115000    -7.29       60  11.71      nan     nan    nan    nan   3.713  1.441        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  120000    -7.38       60  11.50      nan     nan    nan    nan   3.779  1.437        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  125000    -7.17       60  11.53      nan     nan    nan    nan   3.504  1.433        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  130000    -7.14       60  11.22      nan     nan    nan    nan   3.183  1.445        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
