MIXTURE 2-D: 0 short (2 tails) + 160 long (4 tails) + 2159 water, L=65.0, packing fraction 0.55, kT=0.45, start=state:/home/rbao/quorum-thermolife/projects/vivarium/docs/states_protected/pocket_sd45004_s0900000.npz
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0    -6.58      123  18.33      nan     nan    nan    nan   3.724  1.411      122     1     n    nan       0      1.00     1.00   +0.000     0     nan
   20000    -6.68      123  18.09      nan     nan    nan    nan   3.650  1.422      102     1     n    nan       0      1.00     1.00   +0.000     0     nan
   40000    -6.69      123  18.15      nan     nan    nan    nan   3.787  1.419      100     1     n    nan       0      1.00     1.00   +0.000     0     nan
   60000    -6.40      149  20.83      nan     nan    nan    nan   3.158  1.411      122     1     n    nan       0      1.00     1.00   +0.000     0     nan
   80000    -6.56      149  19.56      nan     nan    nan    nan   3.326  1.405      108     1     n    nan       0      1.00     1.00   +0.000     0     nan
  100000    -6.80      147  19.06      nan     nan    nan    nan   3.571  1.415      101     1     n    nan       0      1.00     1.00   +0.000     0     nan
  120000    -6.56      147  19.91      nan     nan    nan    nan   3.464  1.407      106     1     n    nan       0      1.00     1.00   +0.000     0     nan
  140000    -6.57      147  22.87      nan     nan    nan    nan   3.435  1.412      130     1     n    nan       0      1.00     1.00   +0.000     0     nan
  160000    -6.46      135  17.83      nan     nan    nan    nan   3.428  1.417      121     1     n    nan       0      1.00     1.00   +0.000     0     nan
  180000    -6.50      149  20.78      nan     nan    nan    nan   3.359  1.409       96     1     n    nan       0      1.00     1.00   +0.000     0     nan
  200000    -6.72      149  18.63      nan     nan    nan    nan   3.742  1.421       92     1     n    nan       0      1.00     1.00   +0.000     0     nan
