steric push-off: E/lipid -1.8 -> -21.3, min non-bonded r 0.031 -> 0.850
MIXTURE 2-D: 0 short (2 tails) + 80 long (4 tails) + 956 water, L=44.0, packing fraction 0.55, kT=0.45, start=ring
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0    -7.84       80  17.47      nan     nan    nan    nan   2.719  1.461     1288     1     n    nan       0      1.00     1.00   +0.000     1   0.497
    5000    -7.62       80  17.11      nan     nan    nan    nan   4.025  1.464     1451     1     n    nan       0      1.00     1.00   +0.000     1   0.447
   10000    -7.25       80  17.15      nan     nan    nan    nan   4.006  1.460     1412     1     n    nan       0      1.00     1.00   +0.000     1   0.457
   15000    -7.58       80  17.66      nan     nan    nan    nan   3.891  1.445     1432     1     n    nan       0      1.00     1.00   +0.000     1   0.449
   20000    -7.17       80  16.73      nan     nan    nan    nan   2.947  1.428     1426     1     n    nan       0      1.00     1.00   +0.000     1   0.448
   25000    -7.19       80  17.45      nan     nan    nan    nan   3.441  1.441     1436     1     n    nan       0      1.00     1.00   +0.000     1   0.446
   30000    -7.35       80  17.20      nan     nan    nan    nan   3.794  1.438     1443     1     n    nan       0      1.00     1.00   +0.000     1   0.454
   35000    -7.06       80  15.49      nan     nan    nan    nan   3.591  1.461     1453     1     n    nan       0      1.00     1.00   +0.000     1   0.440
   40000    -6.86       80  17.50      nan     nan    nan    nan   3.647  1.436     1562     1     n    nan       0      1.00     1.00   +0.000     1   0.421
   45000    -7.11       80  17.49      nan     nan    nan    nan   3.794  1.436     1482     1     n    nan       0      1.00     1.00   +0.000     1   0.432
   50000    -7.22       80  17.49      nan     nan    nan    nan   3.416  1.431     1446     1     n    nan       0      1.00     1.00   +0.000     1   0.448
   55000    -7.25       80  16.15      nan     nan    nan    nan   3.522  1.443     1401     1     n    nan       0      1.00     1.00   +0.000     1   0.452
   60000    -7.10       80  17.40      nan     nan    nan    nan   3.309  1.447     1476     1     n    nan       0      1.00     1.00   +0.000     1   0.436
   65000    -7.00       80  14.72      nan     nan    nan    nan   3.422  1.440     1420     1     n    nan       0      1.00     1.00   +0.000     1   0.453
   70000    -7.24       80  17.48      nan     nan    nan    nan   3.794  1.434     1518     1     n    nan       0      1.00     1.00   +0.000     1   0.434
   75000    -6.97       80  17.24      nan     nan    nan    nan   3.316  1.442     1473     1     n    nan       0      1.00     1.00   +0.000     1   0.428
   80000    -7.06       80  15.84      nan     nan    nan    nan   3.419  1.431        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   85000    -7.13       80  14.19      nan     nan    nan    nan   3.519  1.450        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   90000    -7.21       80  17.29      nan     nan    nan    nan   3.591  1.438     1293     1     n    nan       0      1.00     1.00   +0.000     1   0.489
   95000    -6.93       80  13.12      nan     nan    nan    nan   3.434  1.450     1236     1     n    nan       0      1.00     1.00   +0.000     1   0.504
  100000    -6.98       79  12.83      nan     nan    nan    nan   3.263  1.448     1130     1     n    nan       0      1.00     1.00   +0.000     1   0.534
  105000    -7.10       79  12.72      nan     nan    nan    nan   3.570  1.426     1195     1     n    nan       0      1.00     1.00   +0.000     1   0.531
  110000    -6.97       79  12.75      nan     nan    nan    nan   3.215  1.444     1170     1     n    nan       0      1.00     1.00   +0.000     1   0.538
  115000    -7.12       79  13.78      nan     nan    nan    nan   3.627  1.430     1155     1     n    nan       0      1.00     1.00   +0.000     1   0.518
  120000    -7.10       79  13.03      nan     nan    nan    nan   3.285  1.414     1170     1     n    nan       0      1.00     1.00   +0.000     1   0.523
