steric push-off: E/lipid -16.5 -> -20.5, min non-bonded r 0.638 -> 0.850
MIXTURE 2-D: 0 short (2 tails) + 80 long (4 tails) + 956 water, L=44.0, packing fraction 0.55, kT=0.45, start=ring
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0    -7.78       80  17.47      nan     nan    nan    nan   2.675  1.462     1291     1     n    nan       0      1.00     1.00   +0.000     1   1.071
    5000    -7.34       80  17.56      nan     nan    nan    nan   3.847  1.455     1297     1     n    nan       0      1.00     1.00   +0.000     1   1.075
   10000    -7.39       80  16.95      nan     nan    nan    nan   3.462  1.456     1327     1     n    nan       0      1.00     1.00   +0.000     1   1.051
   15000    -7.34       80  16.70      nan     nan    nan    nan   3.747  1.448     1265     1     n    nan       0      1.00     1.00   +0.000     1   1.104
   20000    -7.58       80  16.68      nan     nan    nan    nan   3.528  1.447     1232     1     n    nan       0      1.00     1.00   +0.000     1   1.111
   25000    -7.38       78  17.24      nan     nan    nan    nan   3.881  1.435     1273     1     n    nan       0      1.00     1.00   +0.000     1   1.100
   30000    -7.57       80  16.83      nan     nan    nan    nan   3.650  1.442     1274     1     n    nan       0      1.00     1.00   +0.000     1   1.080
   35000    -7.58       80  16.51      nan     nan    nan    nan   3.791  1.446     1225     1     n    nan       0      1.00     1.00   +0.000     1   1.138
   40000    -7.39       80  13.55      nan     nan    nan    nan   3.259  1.459     1089     1     n    nan       0      1.00     1.00   +0.000     1   1.252
   45000    -7.43       80  13.81      nan     nan    nan    nan   3.691  1.446     1132     1     n    nan       0      1.00     1.00   +0.000     1   1.223
   50000    -7.43       80  15.53      nan     nan    nan    nan   3.666  1.429     1220     1     n    nan       0      1.00     1.00   +0.000     1   1.134
   55000    -7.53       80  15.79      nan     nan    nan    nan   3.697  1.456     1148     1     n    nan       0      1.00     1.00   +0.000     1   1.190
   60000    -7.77       80  15.20      nan     nan    nan    nan   3.853  1.450     1248     1     n    nan       0      1.00     1.00   +0.000     1   1.111
   65000    -7.31       80  15.40      nan     nan    nan    nan   3.488  1.454     1179     1     n    nan       0      1.00     1.00   +0.000     1   1.165
   70000    -7.29       80  14.29      nan     nan    nan    nan   3.447  1.441        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   75000    -7.27       80  16.44      nan     nan    nan    nan   3.572  1.438        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   80000    -7.06       80  15.95      nan     nan    nan    nan   3.281  1.429     1254     1     n    nan       0      1.00     1.00   +0.000     1   1.101
   85000    -7.36       80  16.53      nan     nan    nan    nan   3.600  1.460     1304     1     n    nan       0      1.00     1.00   +0.000     1   1.071
   90000    -7.17       80  16.95      nan     nan    nan    nan   3.397  1.419     1330     1     n    nan       0      1.00     1.00   +0.000     1   1.045
   95000    -7.25       80  17.09      nan     nan    nan    nan   3.512  1.446     1334     1     n    nan       0      1.00     1.00   +0.000     1   1.043
  100000    -7.32       50  10.83      nan     nan    nan    nan   3.745  1.434        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  105000    -7.12       80  17.26      nan     nan    nan    nan   3.472  1.426        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  110000    -6.98       80  17.62      nan     nan    nan    nan   3.553  1.422        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  115000    -6.90       80  17.12      nan     nan    nan    nan   3.338  1.425        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  120000    -7.14       80  16.73      nan     nan    nan    nan   3.225  1.434        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  125000    -7.21       80  16.70      nan     nan    nan    nan   3.413  1.433        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  130000    -7.27       80  16.02      nan     nan    nan    nan   3.638  1.450        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  135000    -7.44       79  15.97      nan     nan    nan    nan   3.769  1.434        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  140000    -7.31       79  15.61      nan     nan    nan    nan   3.497  1.435        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  145000    -7.06       80  15.97      nan     nan    nan    nan   3.403  1.436        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  150000    -7.49       80  16.47      nan     nan    nan    nan   3.403  1.438        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  155000    -7.14       69  14.18      nan     nan    nan    nan   3.297  1.437        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  160000    -7.47       80  16.70      nan     nan    nan    nan   3.422  1.446        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  165000    -7.43       80  15.93      nan     nan    nan    nan   3.363  1.449        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  170000    -7.34       80  15.70      nan     nan    nan    nan   3.206  1.449        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  175000    -7.37       80  15.53      nan     nan    nan    nan   3.519  1.455        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  180000    -7.47       80  15.74      nan     nan    nan    nan   3.641  1.451        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  185000    -7.51       80  15.89      nan     nan    nan    nan   3.672  1.445        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  190000    -7.69       80  16.40      nan     nan    nan    nan   3.619  1.433     1096     1     n    nan       0      1.00     1.00   +0.000     1   1.284
  195000    -7.36       80  17.04      nan     nan    nan    nan   3.666  1.444     1100     1     n    nan       0      1.00     1.00   +0.000     1   1.279
  200000    -7.48       80  15.96      nan     nan    nan    nan   3.497  1.435     1097     1     n    nan       0      1.00     1.00   +0.000     1   1.274
  205000    -7.34       80  16.44      nan     nan    nan    nan   3.450  1.436     1099     1     n    nan       0      1.00     1.00   +0.000     1   1.267
  210000    -7.72       80  16.57      nan     nan    nan    nan   3.772  1.451     1078     1     n    nan       0      1.00     1.00   +0.000     1   1.294
  215000    -7.54       80  16.49      nan     nan    nan    nan   3.644  1.453     1163     1     n    nan       0      1.00     1.00   +0.000     1   1.218
  220000    -7.72       80  16.73      nan     nan    nan    nan   3.369  1.447     1016     1     n    nan       0      1.00     1.00   +0.000     1   1.389
  225000    -7.59       80  15.31      nan     nan    nan    nan   3.769  1.447     1009     1     n    nan       0      1.00     1.00   +0.000     1   1.391
  230000    -7.27       80  16.06      nan     nan    nan    nan   3.269  1.430     1068     1     n    nan       0      1.00     1.00   +0.000     1   1.314
  235000    -7.43       80  15.56      nan     nan    nan    nan   3.603  1.439     1103     1     n    nan       0      1.00     1.00   +0.000     1   1.275
  240000    -7.61       80  15.48      nan     nan    nan    nan   3.753  1.445     1078     1     n    nan       0      1.00     1.00   +0.000     1   1.295
  245000    -7.37       80  14.60      nan     nan    nan    nan   3.547  1.439     1149     1     n    nan       0      1.00     1.00   +0.000     1   1.227
  250000    -7.35       80  15.61      nan     nan    nan    nan   3.625  1.445     1144     1     n    nan       0      1.00     1.00   +0.000     1   1.244
  255000    -7.39       80  15.84      nan     nan    nan    nan   3.469  1.451     1140     1     n    nan       0      1.00     1.00   +0.000     1   1.235
  260000    -7.21       80  15.71      nan     nan    nan    nan   3.416  1.450     1162     1     n    nan       0      1.00     1.00   +0.000     1   1.215
  265000    -7.15       80  16.18      nan     nan    nan    nan   3.581  1.448     1184     1     n    nan       0      1.00     1.00   +0.000     1   1.210
  270000    -7.43       80  15.92      nan     nan    nan    nan   3.444  1.439     1200     1     n    nan       0      1.00     1.00   +0.000     1   1.196
  275000    -7.58       80  15.82      nan     nan    nan    nan   3.853  1.445     1205     1     n    nan       0      1.00     1.00   +0.000     1   1.194
  280000    -7.53       80  15.35      nan     nan    nan    nan   3.644  1.450     1103     1     n    nan       0      1.00     1.00   +0.000     1   1.271
  285000    -7.21       80  15.09      nan     nan    nan    nan   3.569  1.426     1162     1     n    nan       0      1.00     1.00   +0.000     1   1.238
  290000    -7.62       80  14.57      nan     nan    nan    nan   3.478  1.454     1066     1     n    nan       0      1.00     1.00   +0.000     1   1.310
  295000    -7.25       80  14.01      nan     nan    nan    nan   3.487  1.442     1078     1     n    nan       0      1.00     1.00   +0.000     1   1.289
  300000    -7.41       80  14.83      nan     nan    nan    nan   3.712  1.436     1176     1     n    nan       0      1.00     1.00   +0.000     1   1.180
