MIXTURE 2-D: 0 short (2 tails) + 208 long (4 tails) + 4887 water, L=92.0, packing fraction 0.55, kT=0.45, start=random
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0     2.74        6   1.79    0.664   8.000  0.897 -0.382   5.000  1.195        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   20000    -5.90        9   3.16    0.400   1.333  0.845  0.065   2.917  1.397        0     0     n   0.00       0      1.00      nan   +nan     0     nan
   40000    -6.22        9   2.76    0.443   1.600  0.855 -0.358   2.528  1.397        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   60000    -6.22       11   3.56    0.451   2.146  0.833  0.138   4.545  1.459        0     0     n   0.00       0      1.00      nan   +nan     0     nan
   80000    -6.40       12   3.27    0.444   1.702  0.867  0.022   2.292  1.385        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  100000    -6.44       18   5.46    0.487   2.625  0.873  0.278   3.597  1.415        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  120000    -6.76       17   3.98    0.371   1.143  0.819  0.621   4.279  1.463        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  140000    -6.65       17   4.80    0.482   2.667  0.853 -0.100   3.103  1.434        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  160000    -6.78       22   7.50    0.518   3.397  0.851  0.001   3.591  1.444        0     0     n   0.45      10      1.00     1.00   +0.000     0     nan
  180000    -6.74       22   6.67    0.489   2.947  0.867  0.154   4.000  1.452        0     0     n   0.46       6      1.00     1.00   +0.000     0     nan
  200000    -6.72       27   7.78    0.457   2.557  0.846  0.115   3.880  1.447        0     0     n   0.73      19      1.00     1.00   +0.000     0     nan
  220000    -6.84       27   6.82    0.448   2.039  0.824  0.165   3.417  1.431        0     0     n   0.83      12      1.00     1.00   +0.000     0     nan
  240000    -6.82       27   7.36    0.483   2.667  0.842  0.031   3.213  1.453        0     0     n   0.44       9      1.00     1.00   +0.000     0     nan
  260000    -7.06       27   7.18    0.483   2.779  0.795 -0.019   3.713  1.431        0     0     n   0.27       5      1.00     1.00   +0.000     0     nan
  280000    -6.96       27   7.34    0.504   3.130  0.837 -0.008   3.926  1.427        0     0     n   0.15       3      1.00     1.00   +0.000     0     nan
  300000    -6.85       27   7.40    0.479   2.894  0.795  0.100   3.287  1.459        0     0     n   0.81      17      1.00     1.00   +0.000     0     nan
  320000    -7.08       27   6.98    0.427   1.752  0.780  0.269   3.648  1.451        0     0     n   0.99      16      1.00     1.00   +0.000     0     nan
  340000    -7.20       27   6.60    0.450   2.139  0.838  0.070   3.537  1.439        0     0     n   0.49       6      1.00     1.00   +0.000     0     nan
  360000    -7.13       27   7.51    0.497   2.894  0.821 -0.023   3.806  1.430        0     0     n   0.31       7      1.00     1.00   +0.000     0     nan
  380000    -7.22       28   7.71    0.548   3.822  0.833 -0.137   3.696  1.454        0     0     n   0.36       9      1.00     1.00   +0.000     0     nan
  400000    -6.92       28   6.81    0.505   3.200  0.829  0.138   3.384  1.472        0     0     n   0.28       4      1.00     1.00   +0.000     0     nan
  420000    -7.15       28   7.27    0.534   3.955  0.821 -0.231   3.830  1.468        0     0     n   0.15       3      1.00     1.00   +0.000     0     nan
  440000    -7.05       28   6.62    0.499   2.969  0.805 -0.026   3.500  1.453        0     0     n   0.64       8      1.00     1.00   +0.000     0     nan
  460000    -7.05       28   5.71    0.530   3.822  0.792 -0.199   3.634  1.413        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  480000    -7.04       35   6.76    0.472   2.295  0.853 -0.010   3.121  1.420        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  500000    -6.94       35   6.63    0.462   2.540  0.799 -0.072   3.543  1.425        0     0     n   0.16       2      1.00     1.00   +0.000     0     nan
  520000    -7.05       35   6.46    0.449   2.137  0.825  0.025   3.143  1.404        0     0     n   0.09       1      1.00     1.00   +0.000     0     nan
  540000    -7.07       35   6.58    0.434   1.765  0.865  0.068   3.450  1.420        0     0     n   0.41       5      1.00     1.00   +0.000     0     nan
  560000    -6.99       35   6.10    0.439   2.137  0.787  0.363   3.929  1.459       60     1     n   0.38       3      1.00     1.00   +0.000     0     nan
  580000    -7.15       35   6.42    0.428   1.985  0.795  0.191   3.243  1.433       74     1     n   0.28       3      1.00     1.00   +0.000     0     nan
  600000    -7.12       35   6.41    0.420   1.910  0.812  0.235   3.457  1.433        0     0     n   0.38       4      1.00     1.00   +0.000     0     nan
  620000    -7.05       35   6.69    0.420   1.623  0.800  0.153   3.800  1.433       65     1     n   0.30       4      1.00     1.00   +0.000     0     nan
  640000    -7.08       35   6.43    0.452   2.540  0.816 -0.064   3.386  1.416       63     1     n   0.28       3      1.00     1.00   +0.000     0     nan
  660000    -7.05       35   6.52    0.409   1.486  0.821  0.165   3.329  1.444       79     1     n   0.26       3      1.00     1.00   +0.000     0     nan
  680000    -7.11       35   6.97    0.372   1.222  0.851  0.004   3.507  1.460        0     0     n   0.44       7      1.00     1.00   +0.000     0     nan
  700000    -6.98       35   6.52    0.270   0.198  0.804  0.862   3.943  1.474      154     1     n   1.04      12      1.00     1.00   +0.000     1   0.870
  720000    -7.02       34   6.48    0.290   0.310  0.813  0.765   3.654  1.444      161     1     n   1.26      14      1.00     1.00   +0.000     1   0.819
  740000    -7.03       35   6.21    0.299   0.352  0.827  0.700   3.736  1.438      130     1     n   1.25      11      1.00     1.00   +0.000     0     nan
  760000    -7.26       35   6.45    0.279   0.147  0.810  0.842   3.157  1.405      158     1     n   1.19      13      1.00     1.00   +0.000     1   0.874
  780000    -7.16       35   6.30    0.263   0.048  0.780  0.885   3.586  1.466      145     1     n   1.67      16      1.00     1.00   +0.000     1   0.853
  800000    -7.02       35   6.35    0.347   0.737  0.784  0.504   3.393  1.456      117     1     n   0.99      10      1.00     1.00   +0.000     0     nan
  820000    -7.13       35   7.24    0.349   0.737  0.794  0.470   3.471  1.441        0     0     n   0.58      11      1.00     1.00   +0.000     0     nan
  840000    -7.10       35   6.74    0.338   0.795  0.818  0.634   3.014  1.436        0     0     n   0.81      11      1.00     1.00   +0.000     0     nan
  860000    -7.12       35   6.72    0.336   0.853  0.760  0.559   3.064  1.445        0     0     n   0.52       7      1.00     1.00   +0.000     0     nan
  880000    -7.05       35   7.42    0.412   1.765  0.836  0.060   3.407  1.433        0     0     n   0.24       5      1.00     1.00   +0.000     0     nan
  900000    -7.00       35   7.40    0.381   1.352  0.797  0.092   2.793  1.429        0     0     n   0.33       7      1.00     1.00   +0.000     0     nan
  920000    -7.12       35   7.73    0.328   0.623  0.824  0.305   2.879  1.428        0     0     n   0.63      16      1.00     1.00   +0.000     0     nan
  940000    -7.04       29   8.26    0.509   3.071  0.837 -0.093   3.759  1.451        0     0     n   0.55      18      1.00     1.00   +0.000     0     nan
  960000    -7.16       35   8.02    0.386   1.096  0.843  0.255   3.514  1.433        0     0     n   0.44      13      1.00     1.00   +0.000     0     nan
  980000    -7.10       35   8.18    0.440   1.837  0.821  0.052   3.236  1.418        0     0     n   0.28       9      1.00     1.00   +0.000     0     nan
 1000000    -7.19       35   8.52    0.413   1.486  0.824  0.168   3.814  1.444        0     0     n   0.14       5      1.00     1.00   +0.000     0     nan
 1020000    -7.08       35   8.15    0.434   1.837  0.864  0.316   3.721  1.437        0     0     n   0.48      15      1.00     1.00   +0.000     0     nan
 1040000    -7.19       35   8.65    0.431   2.137  0.802  0.076   3.386  1.454        0     0     n   0.54      21      1.00     1.00   +0.000     0     nan
 1060000    -7.05       35   9.54    0.429   2.061  0.804  0.166   3.800  1.441        0     0     n   0.47      26      1.00     1.00   +0.000     0     nan
 1080000    -7.07       35   8.15    0.463   2.457  0.780  0.118   3.471  1.460        0     0     n   0.22       7      1.00     1.00   +0.000     0     nan
 1100000    -7.23       35   8.81    0.481   2.710  0.827  0.163   4.029  1.437        0     0     n   0.31      13      1.00     1.00   +0.000     0     nan
 1120000    -7.16       35   8.07    0.416   1.765  0.843  0.311   3.557  1.455        0     0     n   0.53      16      1.00     1.00   +0.000     0     nan
 1140000    -6.90       35   7.83    0.382   1.287  0.830  0.421   3.014  1.414        0     0     n   0.83      22      1.00     1.00   +0.000     0     nan
 1160000    -7.24       35   9.02    0.394   1.486  0.867  0.282   3.871  1.435        0     0     n   0.46      21      1.00     1.00   +0.000     0     nan
 1180000    -7.20       35   8.31    0.463   2.295  0.797 -0.124   3.800  1.457        0     0     n   0.62      21      1.00     1.00   +0.000     0     nan
 1200000    -7.03       35   8.05    0.411   1.693  0.806  0.002   3.450  1.439        0     0     n   0.81      24      1.00     1.00   +0.000     0     nan
 1220000    -7.34       35   8.30    0.392   1.287  0.816  0.155   4.157  1.482        0     0     n   0.78      26      1.00     1.00   +0.000     0     nan
 1240000    -7.06       35   8.43    0.376   1.096  0.867  0.007   3.771  1.444        0     0     n   0.79      28      1.00     1.00   +0.000     0     nan
 1260000    -7.13       35   8.51    0.360   0.973  0.833  0.145   3.307  1.447        0     0     n   0.73      27      1.00     1.00   +0.000     0     nan
 1280000    -7.00       35   8.51    0.332   0.680  0.799  0.164   3.279  1.423        0     0     n   0.84      31      1.00     1.00   +0.000     0     nan
 1300000    -7.19       35   7.75    0.351   0.973  0.809  0.287   2.936  1.421        0     0     n   0.98      25      1.00     1.00   +0.000     0     nan
 1320000    -7.16       35   7.78    0.405   1.222  0.820  0.234   3.721  1.467        0     0     n   0.62      16      1.00     1.00   +0.000     0     nan
 1340000    -7.11       35   7.56    0.389   1.287  0.833  0.446   3.821  1.462        0     0     n   0.83      19      1.00     1.00   +0.000     0     nan
 1360000    -7.09       35   7.63    0.392   1.159  0.817  0.170   3.571  1.428        0     0     n   0.46      11      1.00     1.00   +0.000     0     nan
 1380000    -7.22       35   7.41    0.403   1.222  0.827  0.367   3.329  1.448        0     0     n   0.90      19      1.00     1.00   +0.000     0     nan
 1400000    -7.08       29   6.73    0.430   1.786  0.833  0.130   3.810  1.433        0     0     n   0.52       7      1.00     1.00   +0.000     0     nan
 1420000    -7.04       35   7.06    0.320   0.513  0.800  0.594   3.371  1.436        0     0     n   1.18      20      1.00     1.00   +0.000     0     nan
 1440000    -7.21       35   7.31    0.349   0.913  0.830  0.363   3.436  1.430        0     0     n   0.90      18      1.00     1.00   +0.000     0     nan
 1460000    -7.10       35   6.90    0.344   0.853  0.812  0.329   3.357  1.418        0     0     n   0.85      13      1.00     1.00   +0.000     0     nan
 1480000    -7.35       35   6.73    0.372   1.222  0.867  0.449   4.064  1.439        0     0     n   0.59       8      1.00     1.00   +0.000     0     nan
 1500000    -6.94       35   6.96    0.327   0.623  0.840  0.440   3.800  1.416        0     0     n   0.76      12      1.00     1.00   +0.000     0     nan
 1520000    -7.25       44   9.71    0.386   1.289  0.841  0.120   3.511  1.411        0     0     n   0.69      41      1.00     1.00   +0.000     0     nan
 1540000    -7.29       41   9.43    0.426   1.885  0.847  0.085   3.671  1.426        0     0     n   0.58      31      1.00     1.00   +0.000     0     nan
 1560000    -7.08       41   9.27    0.411   1.521  0.828  0.086   3.171  1.409        0     0     n   0.61      31      1.00     1.00   +0.000     1   0.782
 1580000    -7.18       41   9.36    0.411   1.761  0.831  0.083   3.280  1.404        0     0     n   0.56      29      1.00     1.00   +0.000     0     nan
 1600000    -7.17       41   9.13    0.441   1.949  0.808  0.036   3.274  1.421        0     0     n   0.61      29      1.00     1.00   +0.000     1   0.811
