steric push-off: E/lipid -17.0 -> -21.0, min non-bonded r 0.643 -> 0.850
MIXTURE 2-D: 0 short (2 tails) + 80 long (4 tails) + 956 water, L=44.0, packing fraction 0.55, kT=0.45, start=ring
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0    -7.70       80  17.47      nan     nan    nan    nan   2.662  1.461     1291     1     n    nan       0      1.00     1.00   +0.000     1   1.042
    5000    -7.55       80  17.19      nan     nan    nan    nan   3.684  1.448     1390     1     n    nan       0      1.00     1.00   +0.000     1   0.987
   10000    -7.42       80  17.31      nan     nan    nan    nan   3.691  1.439     1448     1     n    nan       0      1.00     1.00   +0.000     1   0.931
   15000    -7.48       80  17.45      nan     nan    nan    nan   3.725  1.450     1374     1     n    nan       0      1.00     1.00   +0.000     1   1.006
   20000    -7.69       80  18.01      nan     nan    nan    nan   3.566  1.442     1234     1     n    nan       0      1.00     1.00   +0.000     1   1.076
   25000    -7.46       80  17.93      nan     nan    nan    nan   3.722  1.447     1237     1     n    nan       0      1.00     1.00   +0.000     1   1.086
   30000    -6.97       80  17.54      nan     nan    nan    nan   3.722  1.439     1215     1     n    nan       0      1.00     1.00   +0.000     1   1.109
   35000    -7.01       80  15.69      nan     nan    nan    nan   3.300  1.446     1402     1     n    nan       0      1.00     1.00   +0.000     1   0.940
   40000    -6.91       80  14.90      nan     nan    nan    nan   3.559  1.437     1399     1     n    nan       0      1.00     1.00   +0.000     1   0.978
   45000    -7.21       80  15.12      nan     nan    nan    nan   3.766  1.447     1492     1     n    nan       0      1.00     1.00   +0.000     1   0.911
   50000    -7.24       80  15.25      nan     nan    nan    nan   3.466  1.437        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   55000    -7.23       80  16.32      nan     nan    nan    nan   3.688  1.439        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   60000    -7.16       80  17.24      nan     nan    nan    nan   3.409  1.420        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   65000    -7.42       80  16.46      nan     nan    nan    nan   3.738  1.431        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   70000    -7.20       80  15.27      nan     nan    nan    nan   3.653  1.420        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   75000    -7.41       79  17.66      nan     nan    nan    nan   3.468  1.432     1334     1     n    nan       0      1.00     1.00   +0.000     1   1.020
   80000    -6.92       80  16.21      nan     nan    nan    nan   3.659  1.440        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   85000    -7.03       80  16.71      nan     nan    nan    nan   3.441  1.422        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   90000    -7.21       80  15.98      nan     nan    nan    nan   3.412  1.438        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   95000    -7.17       80  15.35      nan     nan    nan    nan   3.422  1.422        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  100000    -7.31       80  15.00      nan     nan    nan    nan   3.569  1.429     1414     1     n    nan       0      1.00     1.00   +0.000     1   0.945
  105000    -7.31       80  15.06      nan     nan    nan    nan   3.297  1.433        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  110000    -7.56       80  15.20      nan     nan    nan    nan   3.622  1.443        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  115000    -7.37       80  14.86      nan     nan    nan    nan   3.759  1.444        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  120000    -7.34       80  14.36      nan     nan    nan    nan   3.391  1.423        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  125000    -7.29       80  15.07      nan     nan    nan    nan   3.725  1.440        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
