steric push-off: E/lipid 1.8 -> -21.2, min non-bonded r 0.054 -> 0.850
MIXTURE 2-D: 0 short (2 tails) + 80 long (4 tails) + 956 water, L=44.0, packing fraction 0.55, kT=0.45, start=ring
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0    -7.67       80  17.47      nan     nan    nan    nan   2.575  1.459     1296     1     n    nan       0      1.00     1.00   +0.000     1   0.461
    5000    -7.58       80  17.31      nan     nan    nan    nan   3.919  1.437     1350     1     n    nan       0      1.00     1.00   +0.000     1   0.437
   10000    -7.38       80  17.15      nan     nan    nan    nan   3.659  1.446     1437     1     n    nan       0      1.00     1.00   +0.000     1   0.419
   15000    -7.42       80  17.33      nan     nan    nan    nan   3.394  1.431     1422     1     n    nan       0      1.00     1.00   +0.000     1   0.422
   20000    -7.57       80  17.41      nan     nan    nan    nan   3.750  1.448        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   25000    -7.46       80  17.61      nan     nan    nan    nan   3.484  1.442     1252     1     n    nan       0      1.00     1.00   +0.000     1   0.464
   30000    -7.02       80  18.02      nan     nan    nan    nan   3.297  1.449     1266     1     n    nan       0      1.00     1.00   +0.000     1   0.457
   35000    -7.18       80  17.23      nan     nan    nan    nan   3.297  1.443     1397     1     n    nan       0      1.00     1.00   +0.000     1   0.425
   40000    -7.11       80  17.76      nan     nan    nan    nan   3.259  1.435     1463     1     n    nan       0      1.00     1.00   +0.000     1   0.415
   45000    -7.50       80  16.55      nan     nan    nan    nan   3.656  1.447     1468     1     n    nan       0      1.00     1.00   +0.000     1   0.413
   50000    -7.46       80  17.95      nan     nan    nan    nan   3.822  1.440     1511     1     n    nan       0      1.00     1.00   +0.000     1   0.400
   55000    -7.22       80  16.49      nan     nan    nan    nan   3.778  1.443     1556     1     n    nan       0      1.00     1.00   +0.000     1   0.382
   60000    -7.01       80  17.30      nan     nan    nan    nan   3.409  1.429     1524     1     n    nan       0      1.00     1.00   +0.000     1   0.401
   65000    -7.05       80  16.96      nan     nan    nan    nan   3.522  1.451     1378     1     n    nan       0      1.00     1.00   +0.000     1   0.432
