MIXTURE 2-D: 0 short (2 tails) + 160 long (4 tails) + 2159 water, L=65.0, packing fraction 0.55, kT=0.45, start=random
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0     6.53       12   3.63    0.555   4.324  0.970  0.249   2.313  1.196        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   20000    -5.90       20   5.07    0.462   2.270  0.881  0.220   3.575  1.386        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   40000    -6.24       32   7.95    0.253   0.000  0.875  0.352   3.422  1.423        0     0     n   1.56      39      1.00     1.00   +0.000     0     nan
   60000    -6.48       32   7.23    0.365   0.812  0.823  0.404   3.898  1.448        0     0     n   1.19      20      1.00     1.00   +0.000     0     nan
   80000    -6.55       32   7.57    0.387   1.212  0.817  0.086   3.391  1.425        0     0     n   1.17      24      1.00     1.00   +0.000     0     nan
  100000    -6.45       35   8.48    0.294   0.248  0.851  0.522   3.921  1.445        0     0     n   1.37      44      1.00     1.00   +0.000     0     nan
  120000    -6.56       38   8.54    0.327   0.571  0.812  0.307   3.711  1.443        0     0     n   1.27      42      1.00     1.00   +0.000     0     nan
  140000    -6.73       38   8.63    0.396   1.412  0.866  0.105   3.875  1.457        0     0     n   1.28      44      1.00     1.00   +0.000     0     nan
  160000    -6.70       38   8.02    0.392   1.351  0.830  0.410   3.829  1.448        0     0     n   1.16      30      1.00     1.00   +0.000     0     nan
  180000    -6.87       38   8.13    0.378   0.944  0.816  0.247   3.612  1.439        0     0     n   1.06      29      1.00     1.00   +0.000     0     nan
  200000    -6.55       38   7.83    0.365   0.834  0.863  0.087   3.046  1.398        0     0     n   0.85      20      1.00     1.00   +0.000     0     nan
  220000    -6.53       54  10.32      nan     nan    nan    nan   2.958  1.438        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  240000    -6.73       56  10.46      nan     nan    nan    nan   3.317  1.419        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  260000    -6.71       65  11.60      nan     nan    nan    nan   3.996  1.424        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  280000    -6.73       65  11.38      nan     nan    nan    nan   3.715  1.433        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  300000    -6.96       65  11.75      nan     nan    nan    nan   3.927  1.445        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  320000    -7.05       65  11.89      nan     nan    nan    nan   3.688  1.446        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  340000    -6.69       65  12.43      nan     nan    nan    nan   3.681  1.440        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  360000    -6.93       82  17.09      nan     nan    nan    nan   3.540  1.430        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  380000    -6.81       82  15.47      nan     nan    nan    nan   3.771  1.443        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  400000    -6.58       82  15.69      nan     nan    nan    nan   3.610  1.439        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  420000    -6.82       82  15.30      nan     nan    nan    nan   3.576  1.446        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  440000    -7.09       82  15.74      nan     nan    nan    nan   4.037  1.456        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  460000    -6.95       82  15.82      nan     nan    nan    nan   3.774  1.436        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  480000    -6.86       82  15.37      nan     nan    nan    nan   3.750  1.415        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  500000    -6.76       82  14.49      nan     nan    nan    nan   3.912  1.440        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  520000    -6.74      106  17.34      nan     nan    nan    nan   3.842  1.436        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  540000    -7.02      106  17.79      nan     nan    nan    nan   3.771  1.435        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
