steric push-off: E/lipid 3.2 -> -21.8, min non-bonded r 0.061 -> 0.850
MIXTURE 2-D: 0 short (2 tails) + 80 long (4 tails) + 956 water, L=44.0, packing fraction 0.55, kT=0.45, start=ring
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0    -7.81       80  17.46      nan     nan    nan    nan   2.656  1.461     1289     1     n    nan       0      1.00     1.00   +0.000     1   0.383
    5000    -7.51       80  17.62      nan     nan    nan    nan   3.694  1.434     1360     1     n    nan       0      1.00     1.00   +0.000     1   0.368
   10000    -7.34       80  17.73      nan     nan    nan    nan   3.909  1.431     1501     1     n    nan       0      1.00     1.00   +0.000     1   0.331
   15000    -7.26       80  16.50      nan     nan    nan    nan   3.581  1.436     1460     1     n    nan       0      1.00     1.00   +0.000     1   0.346
   20000    -7.23       80  16.99      nan     nan    nan    nan   3.437  1.426     1359     1     n    nan       0      1.00     1.00   +0.000     1   0.369
   25000    -7.09       80  16.78      nan     nan    nan    nan   3.581  1.429     1373     1     n    nan       0      1.00     1.00   +0.000     1   0.357
   30000    -6.78       80  14.48      nan     nan    nan    nan   3.538  1.442     1262     1     n    nan       0      1.00     1.00   +0.000     1   0.393
   35000    -7.15       80  14.24      nan     nan    nan    nan   3.572  1.421     1269     1     n    nan       0      1.00     1.00   +0.000     1   0.386
   40000    -7.29       80  16.23      nan     nan    nan    nan   3.459  1.442     1287     1     n    nan       0      1.00     1.00   +0.000     1   0.379
   45000    -7.27       80  16.12      nan     nan    nan    nan   3.766  1.451     1258     1     n    nan       0      1.00     1.00   +0.000     1   0.387
   50000    -7.01       80  15.61      nan     nan    nan    nan   3.553  1.425     1202     1     n    nan       0      1.00     1.00   +0.000     1   0.405
   55000    -6.97       80  14.07      nan     nan    nan    nan   3.369  1.427     1101     1     n    nan       0      1.00     1.00   +0.000     1   0.437
   60000    -6.88       80  14.51      nan     nan    nan    nan   3.447  1.450     1181     1     n    nan       0      1.00     1.00   +0.000     1   0.416
   65000    -6.94       80  13.13      nan     nan    nan    nan   3.522  1.446     1136     1     n    nan       0      1.00     1.00   +0.000     1   0.435
   70000    -7.06       80  13.35      nan     nan    nan    nan   3.556  1.433     1021     1     n    nan       0      1.00     1.00   +0.000     1   0.481
   75000    -7.16       80  12.80      nan     nan    nan    nan   3.622  1.449     1006     1     n    nan       0      1.00     1.00   +0.000     1   0.474
   80000    -7.31       80  13.01      nan     nan    nan    nan   3.534  1.443      969     1     n    nan       0      1.00     1.00   +0.000     1   0.480
   85000    -7.30       80  14.11      nan     nan    nan    nan   3.253  1.442     1001     1     n    nan       0      1.00     1.00   +0.000     1   0.489
   90000    -7.15       80  13.93      nan     nan    nan    nan   3.206  1.445      948     1     n    nan       0      1.00     1.00   +0.000     1   0.508
   95000    -7.06       80  13.05      nan     nan    nan    nan   3.550  1.439      877     1     n    nan       0      1.00     1.00   +0.000     1   0.542
  100000    -7.34       80  14.36      nan     nan    nan    nan   3.672  1.442      963     1     n    nan       0      1.00     1.00   +0.000     1   0.507
  105000    -7.04       80  14.04      nan     nan    nan    nan   3.500  1.443        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  110000    -7.21       80  12.67      nan     nan    nan    nan   3.466  1.427      818     1     n    nan       0      1.00     1.00   +0.000     1   0.578
