MIXTURE 2-D: 0 short (2 tails) + 160 long (4 tails) + 2159 water, L=65.0, packing fraction 0.55, kT=0.45, start=random
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0     6.76        7   1.95    0.528   4.000  0.993  0.250   1.607  0.973        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   20000    -6.02       19   5.72    0.453   2.141  0.833  0.218   3.579  1.416        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   40000    -6.36       25   5.86    0.511   3.238  0.816 -0.120   3.010  1.415        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   60000    -6.28       25   5.69    0.488   2.727  0.829  0.208   2.940  1.434        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   80000    -6.50       31   6.82    0.473   2.595  0.867  0.028   3.452  1.389        0     0     n   0.31       4      1.00     1.00   +0.000     0     nan
  100000    -6.56       31   7.34    0.525   3.644  0.813 -0.087   3.250  1.404        0     0     n   0.28       5      1.00     1.00   +0.000     0     nan
  120000    -6.66       31   7.13    0.506   3.417  0.861 -0.090   3.516  1.411        0     0     n   0.38       6      1.00     1.00   +0.000     0     nan
  140000    -6.85       41   7.78    0.437   2.013  0.814  0.183   4.146  1.457        0     0     n   1.09      25      1.00     1.00   +0.000     0     nan
  160000    -6.54       41   9.00    0.360   0.575  0.833  0.399   3.518  1.434        0     0     n   0.90      36      1.00     1.00   +0.000     0     nan
  180000    -6.65       48   9.52    0.317   0.291  0.838  0.240   3.135  1.426        0     0     n   1.31      64      1.00     1.00   +0.000     0     nan
  200000    -6.45       48  10.12    0.276   0.143  0.831  0.507   4.094  1.447        0     0     n   1.33      80      1.00     1.00   +0.000     0     nan
  220000    -6.80       53  12.52      nan     nan    nan    nan   3.217  1.421        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  240000    -6.85       53  12.00      nan     nan    nan    nan   3.311  1.415        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  260000    -6.79       53  11.31      nan     nan    nan    nan   3.420  1.433        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  280000    -6.65       68  14.58      nan     nan    nan    nan   3.614  1.435        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  300000    -6.63       68  14.99      nan     nan    nan    nan   3.529  1.423        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  320000    -6.80       68  14.08      nan     nan    nan    nan   3.676  1.427        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  340000    -6.81       68  13.98      nan     nan    nan    nan   3.621  1.414        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  360000    -6.89       68  13.25      nan     nan    nan    nan   3.930  1.414        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  380000    -6.77       58  11.38      nan     nan    nan    nan   3.703  1.429        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  400000    -6.93       58  12.28      nan     nan    nan    nan   3.616  1.440        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  420000    -7.11       58  12.32      nan     nan    nan    nan   3.483  1.438        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  440000    -6.81       57  11.97      nan     nan    nan    nan   3.737  1.434        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  460000    -6.71       58  12.19      nan     nan    nan    nan   3.685  1.438        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  480000    -6.87       50  11.46      nan     nan    nan    nan   3.985  1.446        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  500000    -6.72       58  12.89      nan     nan    nan    nan   3.388  1.433        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  520000    -6.85       58  12.98      nan     nan    nan    nan   3.591  1.449        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  540000    -6.49       58  12.47      nan     nan    nan    nan   3.543  1.430        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  560000    -6.92       55  11.57      nan     nan    nan    nan   3.605  1.449        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  580000    -6.97       58  11.85      nan     nan    nan    nan   3.759  1.434        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  600000    -6.84       57  12.40      nan     nan    nan    nan   3.768  1.430        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
