steric push-off: E/lipid -16.6 -> -20.7, min non-bonded r 0.656 -> 0.850
MIXTURE 2-D: 0 short (2 tails) + 80 long (4 tails) + 956 water, L=44.0, packing fraction 0.55, kT=0.45, start=ring
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0    -7.91       80  17.47      nan     nan    nan    nan   2.650  1.462     1293     1     n    nan       0      1.00     1.00   +0.000     1   1.035
    5000    -7.62       80  16.66      nan     nan    nan    nan   3.584  1.452     1432     1     n    nan       0      1.00     1.00   +0.000     1   0.945
   10000    -7.45       80  16.76      nan     nan    nan    nan   3.566  1.436     1393     1     n    nan       0      1.00     1.00   +0.000     1   0.964
   15000    -7.45       80  16.47      nan     nan    nan    nan   3.575  1.457     1379     1     n    nan       0      1.00     1.00   +0.000     1   0.990
   20000    -7.28       80  16.49      nan     nan    nan    nan   3.303  1.454     1397     1     n    nan       0      1.00     1.00   +0.000     1   0.937
   25000    -7.20       80  16.47      nan     nan    nan    nan   3.453  1.431     1574     1     n    nan       0      1.00     1.00   +0.000     1   0.856
   30000    -7.06       80  16.65      nan     nan    nan    nan   3.387  1.435     1532     1     n    nan       0      1.00     1.00   +0.000     1   0.885
   35000    -7.15       80  16.01      nan     nan    nan    nan   3.663  1.442     1479     1     n    nan       0      1.00     1.00   +0.000     1   0.919
   40000    -7.59       80  16.14      nan     nan    nan    nan   3.931  1.446     1557     1     n    nan       0      1.00     1.00   +0.000     1   0.869
   45000    -7.53       80  15.87      nan     nan    nan    nan   4.016  1.435     1464     1     n    nan       0      1.00     1.00   +0.000     1   0.923
   50000    -7.20       80  16.43      nan     nan    nan    nan   3.775  1.455     1481     1     n    nan       0      1.00     1.00   +0.000     1   0.910
   55000    -7.50       80  15.81      nan     nan    nan    nan   3.450  1.445     1489     1     n    nan       0      1.00     1.00   +0.000     1   0.897
   60000    -7.38       80  15.86      nan     nan    nan    nan   3.766  1.445     1515     1     n    nan       0      1.00     1.00   +0.000     1   0.901
   65000    -7.24       80  15.90      nan     nan    nan    nan   3.469  1.423        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   70000    -7.18       80  15.80      nan     nan    nan    nan   3.481  1.437     1511     1     n    nan       0      1.00     1.00   +0.000     1   0.893
   75000    -7.12       80  16.04      nan     nan    nan    nan   3.747  1.454     1539     1     n    nan       0      1.00     1.00   +0.000     1   0.884
   80000    -7.28       80  15.67      nan     nan    nan    nan   3.959  1.460     1559     1     n    nan       0      1.00     1.00   +0.000     1   0.883
   85000    -7.35       80  15.93      nan     nan    nan    nan   3.753  1.447     1600     1     n    nan       0      1.00     1.00   +0.000     1   0.847
   90000    -7.32       80  16.72      nan     nan    nan    nan   3.534  1.444     1626     1     n    nan       0      1.00     1.00   +0.000     1   0.842
   95000    -7.15       80  16.41      nan     nan    nan    nan   3.531  1.452     1526     1     n    nan       0      1.00     1.00   +0.000     1   0.882
  100000    -7.40       80  16.62      nan     nan    nan    nan   3.847  1.445     1669     1     n    nan       0      1.00     1.00   +0.000     1   0.810
  105000    -7.36       80  15.90      nan     nan    nan    nan   3.834  1.452     1660     1     n    nan       0      1.00     1.00   +0.000     1   0.815
  110000    -7.32       80  16.25      nan     nan    nan    nan   3.950  1.462     1711     1     n    nan       0      1.00     1.00   +0.000     1   0.803
  115000    -7.21       80  17.00      nan     nan    nan    nan   3.441  1.455     1653     1     n    nan       0      1.00     1.00   +0.000     1   0.813
  120000    -7.50       80  16.80      nan     nan    nan    nan   3.891  1.435     1598     1     n    nan       0      1.00     1.00   +0.000     1   0.843
  125000    -7.26       80  17.06      nan     nan    nan    nan   3.225  1.428     1558     1     n    nan       0      1.00     1.00   +0.000     1   0.871
  130000    -7.32       80  17.55      nan     nan    nan    nan   3.497  1.445     1396     1     n    nan       0      1.00     1.00   +0.000     1   0.952
