MIXTURE 2-D: 0 short (2 tails) + 208 long (4 tails) + 4887 water, L=92.0, packing fraction 0.55, kT=0.45, start=random
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0     4.69        5   2.60    0.442   2.222  1.033  0.409   0.850  1.242        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   20000    -5.47       13   3.43    0.424   1.959  0.907  0.667   3.596  1.385        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   40000    -5.61       17   4.96    0.538   3.852  0.853 -0.187   4.074  1.400        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   60000    -5.92       17   5.44    0.522   3.429  0.893  0.047   3.529  1.400        0     0     n   0.53       2      1.00     1.00   +0.000     0     nan
   80000    -6.18       17   4.59    0.455   2.323  0.859  0.309   4.074  1.410        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  100000    -6.22       20   4.98    0.518   3.515  0.844  0.157   3.812  1.431        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  120000    -6.27       20   5.33    0.499   3.176  0.867  0.128   3.412  1.392        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  140000    -6.44       20   5.33    0.494   2.704  0.906  0.012   4.025  1.399        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  160000    -6.36       20   5.46    0.534   3.875  0.856 -0.029   3.325  1.439        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  180000    -6.55       16   4.02    0.433   1.651  0.808  0.045   3.203  1.440        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  200000    -6.62       20   4.94    0.444   2.133  0.875 -0.156   4.200  1.431        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  220000    -6.42       20   5.14    0.447   2.133  0.890  0.115   3.500  1.429        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  240000    -6.44       20   4.86    0.438   1.870  0.854  0.045   3.388  1.396        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  260000    -6.56       20   6.09    0.513   3.343  0.828 -0.104   3.625  1.418        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  280000    -6.65       20   5.32    0.465   2.270  0.861  0.173   3.675  1.386        0     0     n   0.63       2      1.00     1.00   +0.000     0     nan
  300000    -6.69       20   5.00    0.478   2.857  0.823 -0.133   4.163  1.424        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  320000    -6.66       20   5.22    0.501   3.014  0.844 -0.072   3.788  1.401        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  340000    -6.80       20   5.25    0.515   3.176  0.838  0.056   3.525  1.359        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  360000    -6.79       24   7.94    0.485   2.729  0.862  0.036   3.406  1.425        0     0     n   0.39      11      1.00     1.00   +0.000     0     nan
  380000    -6.83       24   6.96    0.497   2.857  0.853  0.126   3.417  1.456        0     0     n   0.13       2      1.00     1.00   +0.000     0     nan
  400000    -6.66       24   7.18    0.482   2.729  0.787  0.114   3.448  1.464        0     0     n   0.16       3      1.00     1.00   +0.000     0     nan
  420000    -6.54       24   6.34    0.504   3.122  0.806 -0.187   3.667  1.428        0     0     n   0.10       1      1.00     1.00   +0.000     0     nan
  440000    -6.88       25   6.92    0.452   2.489  0.846  0.038   3.730  1.422        0     0     n   0.71      11      1.00     1.00   +0.000     0     nan
  460000    -6.68       24   6.92    0.499   2.988  0.864 -0.081   3.396  1.430        0     0     n   0.06       1      1.00     1.00   +0.000     0     nan
  480000    -6.54       24   7.12    0.503   3.122  0.864 -0.132   3.385  1.455        0     0     n   0.23       4      1.00     1.00   +0.000     0     nan
  500000    -6.55       24   5.99    0.529   3.692  0.843 -0.087   3.896  1.441        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  520000    -6.82       24   7.45    0.502   2.857  0.873  0.000   3.698  1.458        0     0     n   0.46      10      1.00     1.00   +0.000     0     nan
  540000    -6.60       33   7.04    0.495   2.947  0.797 -0.083   3.553  1.454        0     0     n   0.06       1      1.00     1.00   +0.000     0     nan
  560000    -6.85       33   6.38    0.503   3.243  0.820 -0.020   3.311  1.433        0     0     n   0.10       1      1.00     1.00   +0.000     0     nan
  580000    -6.74       47  13.40      nan     nan    nan    nan   3.691  1.464        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  600000    -6.97       47  13.51    0.532   3.584  0.849 -0.142   4.011  1.459        0     0     n   0.76     124      1.00     1.00   +0.000     0     nan
  620000    -6.70       47  12.67    0.544   4.136  0.794 -0.101   3.548  1.464        0     0     n   0.59      80      1.00     1.00   +0.000     0     nan
  640000    -6.77       47  12.41    0.541   4.054  0.833 -0.100   3.771  1.454        0     0     n   0.76      98      1.00     1.00   +0.000     0     nan
  660000    -6.90       38   8.17    0.389   1.290  0.825  0.176   3.572  1.410        0     0     n   0.82      26      1.00     1.00   +0.000     0     nan
  680000    -6.87       38   8.51    0.344   0.623  0.825  0.294   3.329  1.427        0     0     n   1.08      40      1.00     1.00   +0.000     0     nan
  700000    -6.93       38   8.69    0.307   0.471  0.842  0.310   3.711  1.421        0     0     n   1.05      42      1.00     1.00   +0.000     0     nan
  720000    -6.92       38   8.88    0.300   0.421  0.850  0.492   3.862  1.423        0     0     n   1.13      49      1.00     1.00   +0.000     0     nan
  740000    -6.79       46  10.91    0.503   2.765  0.818  0.069   3.783  1.436        0     0     n   0.77      67      1.00     1.00   +0.000     0     nan
  760000    -6.94       47  13.28    0.543   3.737  0.838  0.019   3.729  1.450        0     0     n   0.88     138      1.00     1.00   +0.000     0     nan
  780000    -7.18       47  12.24    0.530   3.363  0.819  0.015   3.787  1.446        0     0     n   0.91     112      1.00     1.00   +0.000     0     nan
  800000    -6.89       47  11.24    0.546   4.219  0.838 -0.045   3.734  1.431        0     0     n   0.72      69      1.00     1.00   +0.000     0     nan
  820000    -6.93       47  11.89    0.534   3.815  0.814 -0.156   3.590  1.436        0     0     n   0.80      90      1.00     1.00   +0.000     0     nan
  840000    -7.04       47  11.80    0.489   2.812  0.810 -0.095   3.787  1.434        0     0     n   0.86      95      1.00     1.00   +0.000     0     nan
  860000    -6.90       47  12.37    0.485   2.494  0.824  0.149   3.537  1.431        0     0     n   0.83     105      1.00     1.00   +0.000     0     nan
  880000    -6.83       47  12.50    0.483   2.494  0.836 -0.007   3.580  1.450        0     0     n   0.76     100      1.00     1.00   +0.000     0     nan
  900000    -6.91       47  12.01    0.512   2.945  0.828 -0.001   3.771  1.464        0     0     n   0.79      92      1.00     1.00   +0.000     0     nan
  920000    -6.94       47  12.23    0.534   3.510  0.826 -0.135   3.644  1.458        0     0     n   0.80      98      1.00     1.00   +0.000     0     nan
  940000    -6.73       49  10.09    0.555   3.974  0.838 -0.043   3.730  1.435        0     0     n   0.55      37      1.00     1.00   +0.000     0     nan
  960000    -7.01       49   9.65    0.567   4.211  0.879  0.029   3.485  1.437        0     0     n   0.38      22      1.00     1.00   +0.000     0     nan
  980000    -7.14       49  10.17    0.539   3.822  0.808 -0.105   3.791  1.439        0     0     n   0.49      34      1.00     1.00   +0.000     0     nan
 1000000    -7.11       49  10.50    0.525   3.528  0.797 -0.044   3.714  1.451        0     0     n   0.61      47      1.00     1.00   +0.000     0     nan
 1020000    -6.75       49  10.63    0.512   3.528  0.812  0.105   3.709  1.456        0     0     n   0.60      48      1.00     1.00   +0.000     0     nan
 1040000    -6.94       49   9.96    0.500   3.048  0.838  0.207   3.770  1.447        0     0     n   0.60      39      1.00     1.00   +0.000     0     nan
 1060000    -6.97       49  10.02    0.503   2.854  0.810  0.095   3.367  1.439        0     0     n   0.55      36      1.00     1.00   +0.000     0     nan
 1080000    -6.92       49  10.31    0.494   2.791  0.848  0.022   3.648  1.404        0     0     n   0.57      41      1.00     1.00   +0.000     0     nan
 1100000    -6.95       49   9.61    0.509   3.114  0.840  0.035   3.648  1.435        0     0     n   0.53      30      1.00     1.00   +0.000     0     nan
 1120000    -7.05       49   9.68    0.512   3.248  0.842 -0.043   3.306  1.432        0     0     n   0.43      25      1.00     1.00   +0.000     0     nan
 1140000    -7.05       49  10.00    0.524   3.457  0.829 -0.010   3.617  1.447        0     0     n   0.50      33      1.00     1.00   +0.000     0     nan
 1160000    -7.04       49   9.75    0.517   3.387  0.792  0.067   3.852  1.452        0     0     n   0.63      38      1.00     1.00   +0.000     0     nan
 1180000    -6.88       49   9.61    0.522   3.317  0.848 -0.093   3.500  1.439        0     0     n   0.42      24      1.00     1.00   +0.000     0     nan
 1200000    -6.86       47  10.25    0.507   2.747  0.831  0.113   3.713  1.440        0     0     n   0.61      43      1.00     1.00   +0.000     0     nan
 1220000    -6.83       49  10.17    0.508   2.918  0.797  0.019   3.597  1.458        0     0     n   0.57      39      1.00     1.00   +0.000     0     nan
 1240000    -6.96       49  10.15    0.498   2.854  0.822  0.091   3.944  1.445        0     0     n   0.68      47      1.00     1.00   +0.000     0     nan
 1260000    -7.03       49   9.91    0.533   3.822  0.815  0.015   4.041  1.442        0     0     n   0.52      33      1.00     1.00   +0.000     0     nan
 1280000    -7.08       49   9.76    0.551   3.897  0.824  0.058   3.612  1.452        0     0     n   0.51      31      1.00     1.00   +0.000     0     nan
 1300000    -7.02       49   9.83    0.527   3.457  0.840 -0.135   3.582  1.440        0     0     n   0.44      27      1.00     1.00   +0.000     0     nan
 1320000    -6.96       49   9.54    0.518   3.248  0.826 -0.077   3.974  1.435        0     0     n   0.54      30      1.00     1.00   +0.000     0     nan
 1340000    -7.23       49   9.37    0.540   3.747  0.822  0.084   3.776  1.440        0     0     n   0.50      26      1.00     1.00   +0.000     0     nan
 1360000    -6.83       49   9.66    0.521   3.317  0.823 -0.029   3.791  1.431        0     0     n   0.50      29      1.00     1.00   +0.000     0     nan
 1380000    -6.99       49   9.52    0.511   2.982  0.792  0.020   3.337  1.443        0     0     n   0.56      31      1.00     1.00   +0.000     0     nan
 1400000    -6.75       47  13.73    0.483   2.683  0.831 -0.013   3.665  1.442        0     0     n   0.83     143      1.00     1.00   +0.000     0     nan
 1420000    -6.83       49   9.88    0.506   3.317  0.829 -0.007   3.622  1.438        0     0     n   0.51      32      1.00     1.00   +0.000     0     nan
 1440000    -6.92       49   9.97    0.500   2.918  0.816 -0.005   3.515  1.451        0     0     n   0.54      35      1.00     1.00   +0.000     0     nan
 1460000    -6.91       49  10.13    0.497   2.728  0.877 -0.043   3.510  1.416        0     0     n   0.66      45      1.00     1.00   +0.000     0     nan
 1480000    -6.84       47  12.30    0.524   3.973  0.846 -0.079   4.080  1.433        0     0     n   0.73      91      1.00     1.00   +0.000     0     nan
 1500000    -7.05       49   9.84    0.511   2.982  0.822 -0.010   3.342  1.425        0     0     n   0.63      39      1.00     1.00   +0.000     0     nan
 1520000    -7.10       49  10.39    0.501   2.606  0.840 -0.082   3.821  1.430        0     0     n   0.69      51      1.00     1.00   +0.000     0     nan
 1540000    -6.86       49  10.38    0.513   3.181  0.815  0.013   3.546  1.413        0     0     n   0.53      39      1.00     1.00   +0.000     0     nan
 1560000    -7.07       49  10.24    0.498   2.982  0.818  0.014   3.663  1.455        0     0     n   0.62      44      1.00     1.00   +0.000     0     nan
 1580000    -7.09       49   9.54    0.502   2.791  0.806 -0.058   3.939  1.465        0     0     n   0.43      24      1.00     1.00   +0.000     0     nan
 1600000    -6.95       49   9.56    0.487   2.791  0.840  0.011   3.719  1.425        0     0     n   0.50      28      1.00     1.00   +0.000     0     nan
