MIXTURE 2-D: 0 short (2 tails) + 160 long (4 tails) + 2159 water, L=65.0, packing fraction 0.55, kT=0.45, start=random
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0     6.83        7   1.95    0.527   3.478  0.993  0.250   1.607  0.977        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   20000    -5.84       18   4.88    0.402   1.444  0.827  0.487   3.278  1.455        0     0     n   1.62       2      1.00     1.00   +0.000     0     nan
   40000    -6.40       29   6.27    0.377   1.210  0.837  0.187   3.578  1.430        0     0     n   1.09       9      1.00     1.00   +0.000     0     nan
   60000    -6.25       35   9.33      nan     nan    nan    nan   3.436  1.398        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   80000    -6.83       55  12.34      nan     nan    nan    nan   3.677  1.442        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  100000    -6.71       55  12.34      nan     nan    nan    nan   3.677  1.429        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  120000    -6.76       55  12.98      nan     nan    nan    nan   3.909  1.432        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  140000    -6.82       55  12.96      nan     nan    nan    nan   3.809  1.448        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  160000    -6.91       55  12.91      nan     nan    nan    nan   3.623  1.429        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  180000    -6.86       55  12.38      nan     nan    nan    nan   3.636  1.424        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  200000    -6.69       55  12.83      nan     nan    nan    nan   3.377  1.454        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  220000    -6.71       55  11.77      nan     nan    nan    nan   3.745  1.434        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  240000    -6.72       55  12.52      nan     nan    nan    nan   3.314  1.410        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  260000    -6.78       72  12.64      nan     nan    nan    nan   3.767  1.439        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  280000    -6.82       75  13.20      nan     nan    nan    nan   3.553  1.431        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  300000    -7.06       86  14.73      nan     nan    nan    nan   3.497  1.436        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  320000    -7.15       86  14.90      nan     nan    nan    nan   4.041  1.441        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  340000    -7.23       86  14.72      nan     nan    nan    nan   3.910  1.448        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  360000    -7.12       86  14.47      nan     nan    nan    nan   3.890  1.430        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  380000    -6.98       64  12.95      nan     nan    nan    nan   3.750  1.439        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  400000    -6.90       50  12.63      nan     nan    nan    nan   3.525  1.419        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  420000    -6.72       50  12.75      nan     nan    nan    nan   3.795  1.415        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  440000    -7.08       50  11.96      nan     nan    nan    nan   3.735  1.419        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  460000    -6.92       50  10.77    0.506   2.960  0.798  0.008   3.645  1.438        0     0     n   0.62      46      1.00     1.00   +0.000     0     nan
  480000    -7.00       50  10.83    0.518   3.286  0.822 -0.089   3.600  1.439        0     0     n   0.67      50      1.00     1.00   +0.000     0     nan
  500000    -7.07       50  10.89      nan     nan    nan    nan   3.745  1.430        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  520000    -6.79       50  10.93      nan     nan    nan    nan   3.460  1.437        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  540000    -6.92       86  14.58      nan     nan    nan    nan   3.767  1.440        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  560000    -7.02       86  14.71      nan     nan    nan    nan   4.244  1.463        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  580000    -6.83       86  14.58      nan     nan    nan    nan   3.895  1.444        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  600000    -6.93       86  14.58      nan     nan    nan    nan   4.119  1.445        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
