steric push-off: E/lipid -3.8 -> -21.7, min non-bonded r 0.013 -> 0.850
MIXTURE 2-D: 0 short (2 tails) + 80 long (4 tails) + 956 water, L=44.0, packing fraction 0.55, kT=0.45, start=ring
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0    -7.82       80  17.47      nan     nan    nan    nan   2.744  1.462     1291     1     n    nan       0      1.00     1.00   +0.000     1   0.438
    5000    -7.24       80  17.66      nan     nan    nan    nan   3.844  1.440     1499     1     n    nan       0      1.00     1.00   +0.000     1   0.378
   10000    -7.02       80  17.18      nan     nan    nan    nan   3.506  1.447     1456     1     n    nan       0      1.00     1.00   +0.000     1   0.392
   15000    -7.24       80  17.03      nan     nan    nan    nan   3.456  1.427     1468     1     n    nan       0      1.00     1.00   +0.000     1   0.378
   20000    -7.08       80  17.36      nan     nan    nan    nan   3.531  1.451     1540     1     n    nan       0      1.00     1.00   +0.000     1   0.375
   25000    -6.96       80  16.45      nan     nan    nan    nan   3.247  1.426     1591     1     n    nan       0      1.00     1.00   +0.000     1   0.355
   30000    -7.08       80  16.92      nan     nan    nan    nan   3.581  1.449     1373     1     n    nan       0      1.00     1.00   +0.000     1   0.408
   35000    -6.84       80  17.25      nan     nan    nan    nan   3.312  1.421     1417     1     n    nan       0      1.00     1.00   +0.000     1   0.407
   40000    -7.37       80  17.07      nan     nan    nan    nan   3.437  1.458     1470     1     n    nan       0      1.00     1.00   +0.000     1   0.386
   45000    -7.01       80  17.03      nan     nan    nan    nan   3.528  1.460     1411     1     n    nan       0      1.00     1.00   +0.000     1   0.388
   50000    -7.31       80  17.25      nan     nan    nan    nan   3.613  1.451     1406     1     n    nan       0      1.00     1.00   +0.000     1   0.401
   55000    -7.39       80  17.12      nan     nan    nan    nan   3.769  1.448     1365     1     n    nan       0      1.00     1.00   +0.000     1   0.415
   60000    -7.18       80  16.99      nan     nan    nan    nan   3.713  1.452     1461     1     n    nan       0      1.00     1.00   +0.000     1   0.390
   65000    -7.14       80  16.81      nan     nan    nan    nan   3.444  1.439     1353     1     n    nan       0      1.00     1.00   +0.000     1   0.417
   70000    -7.09       80  16.74      nan     nan    nan    nan   3.634  1.446     1272     1     n    nan       0      1.00     1.00   +0.000     1   0.441
   75000    -7.00       80  16.30      nan     nan    nan    nan   3.466  1.423     1340     1     n    nan       0      1.00     1.00   +0.000     1   0.417
   80000    -7.36       80  16.58      nan     nan    nan    nan   3.653  1.455     1430     1     n    nan       0      1.00     1.00   +0.000     1   0.398
   85000    -7.35       80  16.43      nan     nan    nan    nan   3.372  1.434     1341     1     n    nan       0      1.00     1.00   +0.000     1   0.425
   90000    -7.25       80  16.36      nan     nan    nan    nan   3.697  1.436     1340     1     n    nan       0      1.00     1.00   +0.000     1   0.428
   95000    -7.20       80  15.77      nan     nan    nan    nan   3.447  1.442     1306     1     n    nan       0      1.00     1.00   +0.000     1   0.427
  100000    -7.29       80  16.51      nan     nan    nan    nan   3.688  1.453     1368     1     n    nan       0      1.00     1.00   +0.000     1   0.419
  105000    -7.41       80  17.45      nan     nan    nan    nan   3.456  1.442     1362     1     n    nan       0      1.00     1.00   +0.000     1   0.411
  110000    -7.06       80  17.36      nan     nan    nan    nan   3.875  1.444     1358     1     n    nan       0      1.00     1.00   +0.000     1   0.415
  115000    -7.18       80  17.02      nan     nan    nan    nan   3.316  1.433     1309     1     n    nan       0      1.00     1.00   +0.000     1   0.428
  120000    -6.93       80  16.84      nan     nan    nan    nan   3.163  1.432     1246     1     n    nan       0      1.00     1.00   +0.000     1   0.449
  125000    -7.21       80  17.01      nan     nan    nan    nan   3.716  1.445     1358     1     n    nan       0      1.00     1.00   +0.000     1   0.413
  130000    -6.87       80  17.04      nan     nan    nan    nan   3.400  1.429     1304     1     n    nan       0      1.00     1.00   +0.000     1   0.430
  135000    -7.12       80  16.82      nan     nan    nan    nan   3.731  1.455     1310     1     n    nan       0      1.00     1.00   +0.000     1   0.431
  140000    -6.99       80  16.79      nan     nan    nan    nan   3.650  1.446     1282     1     n    nan       0      1.00     1.00   +0.000     1   0.445
  145000    -7.27       80  16.50      nan     nan    nan    nan   3.438  1.439     1176     1     n    nan       0      1.00     1.00   +0.000     1   0.472
  150000    -7.50       80  16.84      nan     nan    nan    nan   3.816  1.443     1226     1     n    nan       0      1.00     1.00   +0.000     1   0.464
  155000    -7.20       80  16.69      nan     nan    nan    nan   3.319  1.441     1149     1     n    nan       0      1.00     1.00   +0.000     1   0.470
  160000    -7.33       80  16.72      nan     nan    nan    nan   3.644  1.430     1155     1     n    nan       0      1.00     1.00   +0.000     1   0.471
  165000    -7.23       80  16.85      nan     nan    nan    nan   3.406  1.441     1205     1     n    nan       0      1.00     1.00   +0.000     1   0.463
  170000    -7.17       80  17.13      nan     nan    nan    nan   3.631  1.440     1106     1     n    nan       0      1.00     1.00   +0.000     1   0.496
  175000    -6.95       80  16.92      nan     nan    nan    nan   3.456  1.436     1083     1     n    nan       0      1.00     1.00   +0.000     1   0.497
  180000    -7.44       80  16.18      nan     nan    nan    nan   3.684  1.446     1089     1     n    nan       0      1.00     1.00   +0.000     1   0.516
  185000    -7.35       80  16.43      nan     nan    nan    nan   3.803  1.433     1127     1     n    nan       0      1.00     1.00   +0.000     1   0.491
  190000    -7.45       80  15.82      nan     nan    nan    nan   3.797  1.450     1117     1     n    nan       0      1.00     1.00   +0.000     1   0.501
  195000    -7.27       80  15.41      nan     nan    nan    nan   3.700  1.449     1016     1     n    nan       0      1.00     1.00   +0.000     1   0.535
