MIXTURE 2-D: 0 short (2 tails) + 160 long (4 tails) + 2159 water, L=65.0, packing fraction 0.55, kT=0.45, start=random
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0     5.51        5   2.41    0.366   0.762  0.893 -0.160   1.650  1.335        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   20000    -6.27       34   9.94    0.505   3.103  0.830  0.147   3.051  1.401        0     0     n   0.72      41      1.00     1.00   +0.000     0     nan
   40000    -6.68       34   8.95    0.512   3.200  0.846 -0.011   3.265  1.430        0     0     n   0.66      26      1.00     1.00   +0.000     0     nan
   60000    -6.79       43  10.78    0.462   2.667  0.826 -0.038   3.471  1.427        0     0     n   0.94      69      1.00     1.00   +0.000     0     nan
   80000    -6.70       43  10.87    0.449   2.137  0.853  0.026   3.552  1.437        0     0     n   0.86      65      1.00     1.00   +0.000     0     nan
  100000    -6.73       43  11.48    0.439   2.200  0.854  0.085   3.110  1.406        0     0     n   0.89      80      1.00     1.00   +0.000     0     nan
  120000    -6.52       43  11.74      nan     nan    nan    nan   3.012  1.428        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  140000    -6.68       43  12.37      nan     nan    nan    nan   3.785  1.433        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  160000    -6.76       42  11.84      nan     nan    nan    nan   3.458  1.414        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  180000    -6.65       43  12.10      nan     nan    nan    nan   3.826  1.456        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  200000    -6.83       44   9.14      nan     nan    nan    nan   3.608  1.428        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  220000    -6.88       44   9.16      nan     nan    nan    nan   3.415  1.436        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  240000    -6.89       44   8.35      nan     nan    nan    nan   3.449  1.419        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  260000    -6.89       44   9.02      nan     nan    nan    nan   3.517  1.409        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  280000    -6.82       44   9.28      nan     nan    nan    nan   3.415  1.417        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  300000    -6.93       44   9.48      nan     nan    nan    nan   3.352  1.412        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  320000    -6.85       44   9.37      nan     nan    nan    nan   3.347  1.421        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  340000    -7.15       44   9.54      nan     nan    nan    nan   3.540  1.418        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  360000    -7.05       52  10.44    0.392   1.455  0.807  0.176   3.380  1.434        0     0     n   1.14      76      1.00     1.00   +0.000     0     nan
  380000    -7.13       52  10.44    0.353   0.821  0.822  0.424   3.889  1.416        0     0     n   1.06      71      1.00     1.00   +0.000     0     nan
  400000    -7.20       52  10.68    0.360   0.901  0.804  0.113   3.899  1.431        0     0     n   1.05      75      1.00     1.00   +0.000     0     nan
  420000    -7.16       52  10.89    0.372   1.064  0.812  0.127   3.587  1.432        0     0     n   0.97      74      1.00     1.00   +0.000     0     nan
  440000    -7.01       52  10.74      nan     nan    nan    nan   3.481  1.432        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  460000    -6.99       52  11.01      nan     nan    nan    nan   3.462  1.436        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  480000    -7.15       52  10.95      nan     nan    nan    nan   4.091  1.440        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  500000    -7.20       52  10.44    0.312   0.303  0.820  0.253   3.832  1.435        0     0     n   1.37      91      1.00     1.00   +0.000     0     nan
  520000    -7.17       52  10.55      nan     nan    nan    nan   3.740  1.449        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  540000    -7.06       52  10.59      nan     nan    nan    nan   3.409  1.463        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  560000    -7.17       52  10.83      nan     nan    nan    nan   3.394  1.437        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  580000    -6.92       52  10.81      nan     nan    nan    nan   3.447  1.428        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  600000    -7.06       52  10.61      nan     nan    nan    nan   3.317  1.453        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
