steric push-off: E/lipid -16.8 -> -20.7, min non-bonded r 0.649 -> 0.850
MIXTURE 2-D: 0 short (2 tails) + 80 long (4 tails) + 956 water, L=44.0, packing fraction 0.55, kT=0.45, start=ring
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0    -7.70       80  17.42      nan     nan    nan    nan   2.694  1.462     1296     1     n    nan       0      1.00     1.00   +0.000     1   1.125
    5000    -7.67       80  17.06      nan     nan    nan    nan   4.028  1.442     1370     1     n    nan       0      1.00     1.00   +0.000     1   1.054
   10000    -7.37       80  17.20      nan     nan    nan    nan   3.628  1.441     1461     1     n    nan       0      1.00     1.00   +0.000     1   1.013
   15000    -7.39       80  17.16      nan     nan    nan    nan   3.791  1.447     1504     1     n    nan       0      1.00     1.00   +0.000     1   0.982
   20000    -7.21       80  17.41      nan     nan    nan    nan   3.631  1.435     1497     1     n    nan       0      1.00     1.00   +0.000     1   0.985
   25000    -7.20       80  17.53      nan     nan    nan    nan   3.434  1.420     1570     1     n    nan       0      1.00     1.00   +0.000     1   0.942
   30000    -7.19       80  17.37      nan     nan    nan    nan   3.594  1.443     1445     1     n    nan       0      1.00     1.00   +0.000     1   1.014
   35000    -7.06       80  16.44      nan     nan    nan    nan   3.178  1.426     1470     1     n    nan       0      1.00     1.00   +0.000     1   0.988
   40000    -7.25       80  14.91      nan     nan    nan    nan   3.553  1.431     1396     1     n    nan       0      1.00     1.00   +0.000     1   1.049
   45000    -7.34       80  14.50      nan     nan    nan    nan   3.581  1.432     1372     1     n    nan       0      1.00     1.00   +0.000     1   1.060
   50000    -7.55       78  15.48      nan     nan    nan    nan   3.356  1.429     1266     1     n    nan       0      1.00     1.00   +0.000     1   1.149
   55000    -7.49       80  13.41      nan     nan    nan    nan   3.478  1.439     1230     1     n    nan       0      1.00     1.00   +0.000     1   1.194
   60000    -7.44       80  12.90      nan     nan    nan    nan   3.716  1.439     1212     1     n    nan       0      1.00     1.00   +0.000     1   1.220
   65000    -7.34       80  13.04      nan     nan    nan    nan   3.553  1.418        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   70000    -7.40       80  12.87      nan     nan    nan    nan   3.828  1.442        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   75000    -7.11       80  13.17      nan     nan    nan    nan   3.525  1.431        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   80000    -7.05       80  13.49      nan     nan    nan    nan   3.525  1.418        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   85000    -7.28       79  12.91      nan     nan    nan    nan   3.434  1.442        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   90000    -7.30       80  13.07      nan     nan    nan    nan   3.534  1.419        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   95000    -7.16       80  13.21      nan     nan    nan    nan   3.566  1.423        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  100000    -7.12       60  11.63      nan     nan    nan    nan   3.354  1.421        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
