MIXTURE 2-D: 0 short (2 tails) + 208 long (4 tails) + 4887 water, L=92.0, packing fraction 0.55, kT=0.45, start=random
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0     3.32        9   3.21    0.581   4.444  0.956  0.236   2.028  1.254        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   20000    -5.75       10   3.20    0.445   2.162  0.772  0.031   3.475  1.481        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   40000    -6.09       19   5.28    0.403   1.351  0.809  0.174   3.987  1.453        0     0     n   0.34       1      1.00     1.00   +0.000     0     nan
   60000    -6.29       25   6.18    0.331   0.661  0.820  0.582   4.020  1.437        0     0     n   1.04       9      1.00     1.00   +0.000     0     nan
   80000    -6.27       24   6.30    0.408   1.500  0.810  0.276   4.042  1.460        0     0     n   0.63       6      1.00     1.00   +0.000     0     nan
  100000    -6.28       24   6.29    0.419   1.500  0.819  0.300   3.667  1.441        0     0     n   0.74       7      1.00     1.00   +0.000     0     nan
  120000    -6.37       34   7.79    0.432   1.984  0.847  0.010   3.118  1.438        0     0     n   0.42      11      1.00     1.00   +0.000     0     nan
  140000    -6.44       34   7.27    0.431   1.908  0.817  0.148   2.816  1.438        0     0     n   0.26       5      1.00     1.00   +0.000     0     nan
  160000    -6.57       34   6.84    0.433   1.908  0.817  0.154   3.691  1.444        0     0     n   0.27       4      1.00     1.00   +0.000     0     nan
  180000    -6.35       34   7.19    0.410   1.684  0.815  0.096   3.191  1.443        0     0     n   0.27       5      1.00     1.00   +0.000     0     nan
  200000    -6.58       34   7.91    0.418   1.684  0.851  0.004   3.684  1.454        0     0     n   0.18       5      1.00     1.00   +0.000     0     nan
  220000    -6.70       34   7.42    0.417   1.684  0.855  0.116   3.463  1.454        0     0     n   0.28       6      1.00     1.00   +0.000     0     nan
  240000    -6.52       25   5.60    0.414   1.440  0.825  0.173   3.900  1.432        0     0     n   0.21       1      1.00     1.00   +0.000     0     nan
  260000    -6.72       34   6.13    0.420   1.758  0.833  0.068   3.243  1.410        0     0     n   0.12       1      1.00     1.00   +0.000     0     nan
  280000    -6.57       34   6.46    0.483   2.645  0.808  0.170   3.426  1.452        0     0     n   0.36       4      1.00     1.00   +0.000     0     nan
  300000    -6.69       34   6.65    0.461   2.222  0.807  0.158   3.574  1.471        0     0     n   0.24       3      1.00     1.00   +0.000     0     nan
  320000    -6.59       34   7.15    0.427   1.758  0.820  0.147   3.272  1.444        0     0     n   0.17       3      1.00     1.00   +0.000     0     nan
  340000    -6.88       34   6.92    0.454   2.387  0.806 -0.060   3.743  1.459        0     0     n   0.06       1      1.00     1.00   +0.000     0     nan
  360000    -6.62       33   6.05    0.475   2.576  0.853  0.061   3.212  1.422        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  380000    -6.59       34   6.17    0.480   2.733  0.843 -0.041   3.309  1.413        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  400000    -6.52       34   7.26    0.486   3.009  0.837  0.002   2.993  1.408        0     0     n   0.16       3      1.00     1.00   +0.000     0     nan
  420000    -6.76       35   9.67    0.416   1.910  0.827  0.125   2.921  1.386        0     0     n   0.62      36      1.00     1.00   +0.000     0     nan
  440000    -6.63       34   6.96    0.477   2.557  0.833 -0.135   3.184  1.447        0     0     n   0.13       2      1.00     1.00   +0.000     0     nan
  460000    -6.54       48  13.26    0.475   2.857  0.855 -0.036   3.349  1.379        0     0     n   0.84     130      1.00     1.00   +0.000     0     nan
  480000    -6.83       48  12.66    0.443   2.133  0.878  0.005   3.859  1.366        0     0     n   0.88     120      1.00     1.00   +0.000     0     nan
  500000    -6.83       47  11.74    0.495   3.220  0.825 -0.044   3.702  1.377        0     0     n   0.77      84      1.00     1.00   +0.000     0     nan
  520000    -6.84       48  12.51    0.499   2.922  0.829 -0.086   3.354  1.361        0     0     n   0.73      96      1.00     1.00   +0.000     0     nan
  540000    -6.75       48  12.09    0.496   3.122  0.871 -0.051   3.578  1.347        0     0     n   0.65      77      1.00     1.00   +0.000     0     nan
  560000    -6.86       34   6.76    0.484   2.824  0.815 -0.004   3.250  1.436        0     0     n   0.07       1      1.00     1.00   +0.000     0     nan
  580000    -6.78       48  13.30      nan     nan    nan    nan   3.818  1.377        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  600000    -6.71       48  12.26      nan     nan    nan    nan   3.047  1.356        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  620000    -6.59       48  13.38      nan     nan    nan    nan   3.656  1.390        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  640000    -6.75       48  13.47      nan     nan    nan    nan   3.302  1.370        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  660000    -6.50       48  13.42      nan     nan    nan    nan   3.240  1.368        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  680000    -6.58       48  13.72    0.489   3.055  0.871 -0.003   3.547  1.367        0     0     n   0.81     139      1.00     1.00   +0.000     0     nan
  700000    -6.68       48  13.72      nan     nan    nan    nan   2.813  1.381        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  720000    -6.78       48  13.07      nan     nan    nan    nan   3.667  1.404        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  740000    -6.78       48  11.90    0.516   3.055  0.812 -0.093   3.484  1.383        0     0     n   0.69      78      1.00     1.00   +0.000     0     nan
  760000    -6.95       48  11.41    0.529   3.190  0.857  0.046   3.469  1.396        0     0     n   0.77      77      1.00     1.00   +0.000     0     nan
  780000    -6.76       48  11.84    0.493   3.190  0.825  0.025   3.729  1.388        0     0     n   0.62      69      1.00     1.00   +0.000     0     nan
  800000    -6.82       48  12.74    0.489   3.122  0.850  0.052   3.250  1.368        0     0     n   0.75     104      1.00     1.00   +0.000     0     nan
  820000    -6.80       48  11.40    0.521   3.844  0.863 -0.010   3.521  1.349        0     0     n   0.63      63      1.00     1.00   +0.000     0     nan
  840000    -6.98       48  10.77    0.494   2.988  0.852 -0.017   3.714  1.388        0     0     n   0.53      44      1.00     1.00   +0.000     0     nan
  860000    -7.01       48  11.53    0.489   2.793  0.839 -0.020   3.349  1.380        0     0     n   0.65      67      1.00     1.00   +0.000     0     nan
  880000    -6.86       65  15.41      nan     nan    nan    nan   3.538  1.412        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  900000    -6.78       65  14.58      nan     nan    nan    nan   3.296  1.419        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  920000    -6.80       65  15.21      nan     nan    nan    nan   3.623  1.411        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  940000    -6.81       65  14.57      nan     nan    nan    nan   3.715  1.420        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  960000    -6.66       65  14.24      nan     nan    nan    nan   3.323  1.434        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  980000    -6.87       65  13.49      nan     nan    nan    nan   3.385  1.439        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1000000    -6.96       65  13.26      nan     nan    nan    nan   3.735  1.439        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1020000    -6.99       65  13.17      nan     nan    nan    nan   3.542  1.444        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1040000    -6.92       65  13.43      nan     nan    nan    nan   3.831  1.424        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1060000    -6.89       65  12.88      nan     nan    nan    nan   3.673  1.422        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1080000    -6.85       65  12.97      nan     nan    nan    nan   3.381  1.405        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1100000    -6.74       65  12.97      nan     nan    nan    nan   3.685  1.437        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1120000    -6.90       65  13.33      nan     nan    nan    nan   3.731  1.450        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1140000    -7.12       65  11.60      nan     nan    nan    nan   3.342  1.414        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1160000    -6.65       74  11.75      nan     nan    nan    nan   3.449  1.422        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1180000    -6.89       48  11.35    0.504   2.988  0.837  0.008   3.286  1.364        0     0     n   0.64      63      1.00     1.00   +0.000     0     nan
 1200000    -6.86       74  12.24      nan     nan    nan    nan   3.699  1.431        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1220000    -7.01       61  12.17    0.304   0.595  0.839  0.385   3.713  1.410        0     0     n   1.03     125      1.00     1.00   +0.000     0     nan
 1240000    -7.11       61  11.88      nan     nan    nan    nan   3.381  1.417        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1260000    -6.82       61  12.28      nan     nan    nan    nan   3.648  1.424        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1280000    -6.71       44  10.19    0.475   2.718  0.875 -0.108   3.631  1.355        0     0     n   0.72      50      1.00     1.00   +0.000     0     nan
 1300000    -6.88       61  12.15      nan     nan    nan    nan   3.381  1.422        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1320000    -6.89       61  12.41      nan     nan    nan    nan   3.598  1.430        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1340000    -7.01       61  12.31      nan     nan    nan    nan   3.389  1.421        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1360000    -6.87       61  12.88      nan     nan    nan    nan   3.336  1.435        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1380000    -6.80       61  12.59      nan     nan    nan    nan   3.467  1.431        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1400000    -6.91       61  12.29      nan     nan    nan    nan   3.557  1.429        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1420000    -6.95       61  12.49      nan     nan    nan    nan   3.676  1.420        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1440000    -6.92       61  12.76      nan     nan    nan    nan   4.279  1.449        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1460000    -6.88       61  12.99      nan     nan    nan    nan   3.324  1.430        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1480000    -6.96       61  12.82      nan     nan    nan    nan   3.488  1.422        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1500000    -6.86       61  13.05      nan     nan    nan    nan   3.484  1.426        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1520000    -6.84       60  12.89      nan     nan    nan    nan   3.588  1.434        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1540000    -6.98       74  13.30      nan     nan    nan    nan   3.507  1.441        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1560000    -6.88       74  13.65      nan     nan    nan    nan   3.409  1.434        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1580000    -7.01       67  13.76    0.341   1.021  0.817  0.090   3.731  1.437        0     0     n   0.94     163      1.00     1.00   +0.000     0     nan
 1600000    -6.98       67  13.76    0.371   1.118  0.809  0.148   3.813  1.441        0     0     n   0.86     148      1.00     1.00   +0.000     0     nan
