MIXTURE 2-D: 0 short (2 tails) + 320 long (4 tails) + 4327 water, L=92.0, packing fraction 0.55, kT=0.45, start=random
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0     5.00        8   3.67    0.402   1.500  0.868  0.113   2.062  1.356        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   20000    -6.03       22   5.55    0.464   2.272  0.851  0.086   3.784  1.460        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   40000    -6.47       22   5.23    0.431   1.788  0.869  0.123   3.864  1.434        0     0     n   0.41       1      1.00     1.00   +0.000     0     nan
   60000    -6.56       22   5.47    0.387   1.043  0.838  0.302   3.989  1.444        0     0     n   1.15       4      1.00     1.00   +0.000     0     nan
   80000    -6.68       28   6.80    0.396   1.252  0.817  0.317   3.964  1.419        0     0     n   1.03      13      1.00     1.00   +0.000     0     nan
  100000    -6.77       28   6.98    0.484   2.640  0.818  0.141   3.446  1.447        0     0     n   0.35       5      1.00     1.00   +0.000     0     nan
  120000    -6.65       28   6.87    0.430   1.852  0.790  0.179   3.714  1.460        0     0     n   0.45       6      1.00     1.00   +0.000     0     nan
  140000    -6.77       36   7.68    0.307   0.550  0.822  0.299   3.549  1.422        0     0     n   1.33      29      1.00     1.00   +0.000     0     nan
  160000    -6.75       36   8.22    0.359   0.941  0.881  0.326   3.375  1.434        0     0     n   0.94      27      1.00     1.00   +0.000     0     nan
  180000    -6.81       36   7.86    0.340   0.826  0.848  0.296   3.889  1.419        0     0     n   1.08      26      1.00     1.00   +0.000     0     nan
  200000    -6.64       36   8.53    0.343   0.826  0.845  0.165   3.743  1.415        0     0     n   0.91      30      1.00     1.00   +0.000     0     nan
  220000    -6.94       40  10.44    0.431   1.935  0.828  0.002   3.412  1.425        0     0     n   0.86      57      1.00     1.00   +0.000     0     nan
  240000    -7.06       40  10.31    0.444   2.270  0.798  0.053   3.513  1.477        0     0     n   0.75      48      1.00     1.00   +0.000     0     nan
  260000    -7.02       58  11.72    0.373   0.980  0.806  0.114   3.595  1.447        0     0     n   1.03      99      1.00     1.00   +0.000     0     nan
  280000    -6.84       58  12.21    0.370   1.167  0.861  0.155   3.750  1.418        0     0     n   0.91      99      1.00     1.00   +0.000     0     nan
  300000    -6.96       58  12.29    0.410   1.649  0.833 -0.027   3.815  1.440        0     0     n   0.95     105      1.00     1.00   +0.000     0     nan
  320000    -7.01       58  13.06    0.385   1.322  0.826  0.019   3.789  1.434        0     0     n   0.99     131      1.00     1.00   +0.000     0     nan
  340000    -6.86       40   9.67    0.403   1.744  0.842  0.322   3.612  1.428        0     0     n   0.76      39      1.00     1.00   +0.000     0     nan
  360000    -6.90       58  12.97    0.399   1.524  0.833  0.037   3.293  1.426        0     0     n   1.03     133      1.00     1.00   +0.000     0     nan
  380000    -7.06       58  12.16    0.431   2.000  0.851  0.194   3.909  1.427        0     0     n   0.99     106      1.00     1.00   +0.000     0     nan
  400000    -6.98       58  12.17    0.420   1.821  0.839  0.113   3.733  1.425        0     0     n   1.02     109      1.00     1.00   +0.000     0     nan
  420000    -6.88       58  11.91    0.425   1.735  0.817  0.126   3.328  1.431        0     0     n   0.95      96      1.00     1.00   +0.000     0     nan
  440000    -7.21       55  12.58    0.471   2.440  0.801 -0.043   3.695  1.420        0     0     n   0.86     102      1.00     1.00   +0.000     0     nan
  460000    -7.01       58  12.54    0.447   2.092  0.822  0.057   3.832  1.421        0     0     n   0.81      95      1.00     1.00   +0.000     0     nan
  480000    -6.84       58  12.67    0.429   1.865  0.792 -0.057   3.836  1.447        0     0     n   0.80      96      1.00     1.00   +0.000     0     nan
  500000    -7.03       58  12.79    0.473   2.628  0.846  0.092   3.754  1.421        0     0     n   0.94     116      1.00     1.00   +0.000     0     nan
  520000    -7.01       82  17.67      nan     nan    nan    nan   3.750  1.439        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  540000    -7.10      118  26.07      nan     nan    nan    nan   3.756  1.445        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  560000    -7.09      118  25.03      nan     nan    nan    nan   3.735  1.436        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  580000    -7.05      118  26.45      nan     nan    nan    nan   3.701  1.428        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  600000    -7.00      118  27.00      nan     nan    nan    nan   3.576  1.430        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  620000    -7.08      118  26.90      nan     nan    nan    nan   3.763  1.444        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  640000    -7.07      118  27.07      nan     nan    nan    nan   3.517  1.433        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  660000    -7.06      118  26.26      nan     nan    nan    nan   3.612  1.449        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  680000    -7.07      123  20.05      nan     nan    nan    nan   3.701  1.442        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  700000    -6.99      170  25.36      nan     nan    nan    nan   3.478  1.430        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  720000    -7.21      177  27.21      nan     nan    nan    nan   3.729  1.433        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  740000    -7.32      177  28.56      nan     nan    nan    nan   3.790  1.440        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  760000    -7.15      177  26.84      nan     nan    nan    nan   3.675  1.437        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  780000    -7.11      156  23.77      nan     nan    nan    nan   3.710  1.434        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  800000    -7.25      177  26.75      nan     nan    nan    nan   3.699  1.430        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  820000    -7.22      165  22.89      nan     nan    nan    nan   3.698  1.425        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  840000    -7.16      177  26.89      nan     nan    nan    nan   3.462  1.429        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  860000    -7.06      177  25.93      nan     nan    nan    nan   3.537  1.435        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  880000    -7.24      148  29.39      nan     nan    nan    nan   3.765  1.432        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  900000    -7.19      150  28.89      nan     nan    nan    nan   3.615  1.440        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  920000    -7.04      150  28.91      nan     nan    nan    nan   3.423  1.443        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  940000    -7.20      152  28.51      nan     nan    nan    nan   3.806  1.440        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  960000    -7.08      113  19.97      nan     nan    nan    nan   3.493  1.422        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  980000    -7.09      152  28.04      nan     nan    nan    nan   3.609  1.428        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1000000    -7.23      152  28.94      nan     nan    nan    nan   3.719  1.438        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1020000    -7.21      152  28.08      nan     nan    nan    nan   3.773  1.443        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1040000    -7.13      152  27.22      nan     nan    nan    nan   3.609  1.443        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1060000    -7.11      152  27.01      nan     nan    nan    nan   3.641  1.431        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1080000    -7.26      152  27.42      nan     nan    nan    nan   3.811  1.440        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1100000    -7.01      152  27.97      nan     nan    nan    nan   3.549  1.445        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1120000    -7.31      152  27.90      nan     nan    nan    nan   3.646  1.437        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1140000    -7.25      177  25.71      nan     nan    nan    nan   3.530  1.427        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1160000    -7.11      177  26.37      nan     nan    nan    nan   3.465  1.436        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1180000    -7.26      177  27.09      nan     nan    nan    nan   3.638  1.432        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1200000    -7.17      177  26.92      nan     nan    nan    nan   3.718  1.428        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1220000    -7.31      172  27.68      nan     nan    nan    nan   3.868  1.437        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1240000    -7.17      146  27.70      nan     nan    nan    nan   3.717  1.425        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1260000    -7.11      177  28.32      nan     nan    nan    nan   3.630  1.432        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1280000    -7.01      177  27.40      nan     nan    nan    nan   3.559  1.436        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1300000    -7.19      177  27.94      nan     nan    nan    nan   3.791  1.427        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1320000    -7.16      177  27.51      nan     nan    nan    nan   3.718  1.420        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1340000    -7.29      177  26.94      nan     nan    nan    nan   3.477  1.423        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1360000    -7.24      308  33.51      nan     nan    nan    nan   3.606  1.424      305     1     n    nan       0      1.00     1.00   +0.000     0     nan
 1380000    -7.13      309  32.74      nan     nan    nan    nan   3.490  1.430      269     1     n    nan       0      1.00     1.00   +0.000     0     nan
 1400000    -7.18      309  32.83      nan     nan    nan    nan   3.463  1.428      300     1     n    nan       0      1.00     1.00   +0.000     0     nan
 1420000    -7.27      309  32.89      nan     nan    nan    nan   3.739  1.433      280     1     n    nan       0      1.00     1.00   +0.000     0     nan
 1440000    -7.30      309  33.51      nan     nan    nan    nan   3.601  1.438      303     1     n    nan       0      1.00     1.00   +0.000     0     nan
 1460000    -7.24      309  32.99      nan     nan    nan    nan   3.529  1.427      286     1     n    nan       0      1.00     1.00   +0.000     0     nan
 1480000    -7.26      309  32.86      nan     nan    nan    nan   3.627  1.428      316     1     n    nan       0      1.00     1.00   +0.000     0     nan
 1500000    -7.24      309  32.70      nan     nan    nan    nan   3.503  1.430      288     1     n    nan       0      1.00     1.00   +0.000     0     nan
 1520000    -7.15      309  33.44      nan     nan    nan    nan   3.582  1.429      255     1     n    nan       0      1.00     1.00   +0.000     0     nan
 1540000    -7.15      309  32.94      nan     nan    nan    nan   3.612  1.435      304     1     n    nan       0      1.00     1.00   +0.000     0     nan
 1560000    -7.18      309  32.74      nan     nan    nan    nan   3.680  1.440      303     1     n    nan       0      1.00     1.00   +0.000     0     nan
 1580000    -7.16      262  28.70      nan     nan    nan    nan   3.485  1.419        0     0     n    nan       0      1.00     1.00   +0.000     1   1.239
 1600000    -7.18      309  33.72      nan     nan    nan    nan   3.502  1.429      308     2     n    nan       0      1.00     1.00   +0.000     0     nan
