steric push-off: E/lipid -16.8 -> -20.7, min non-bonded r 0.653 -> 0.850
MIXTURE 2-D: 0 short (2 tails) + 80 long (4 tails) + 956 water, L=44.0, packing fraction 0.55, kT=0.45, start=ring
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0    -7.77       80  17.47      nan     nan    nan    nan   2.719  1.462     1288     1     n    nan       0      1.00     1.00   +0.000     1   1.112
    5000    -7.63       80  17.27      nan     nan    nan    nan   3.581  1.442     1386     1     n    nan       0      1.00     1.00   +0.000     1   1.019
   10000    -7.21       80  16.46      nan     nan    nan    nan   3.756  1.428     1249     1     n    nan       0      1.00     1.00   +0.000     1   1.131
   15000    -7.32       80  14.16      nan     nan    nan    nan   3.703  1.425     1289     1     n    nan       0      1.00     1.00   +0.000     1   1.114
   20000    -7.34       80  15.30      nan     nan    nan    nan   3.838  1.444     1266     1     n    nan       0      1.00     1.00   +0.000     1   1.150
   25000    -7.52       80  15.12      nan     nan    nan    nan   3.759  1.453     1244     1     n    nan       0      1.00     1.00   +0.000     1   1.137
   30000    -7.68       80  16.06      nan     nan    nan    nan   3.356  1.441     1271     1     n    nan       0      1.00     1.00   +0.000     1   1.129
   35000    -7.10       80  15.82      nan     nan    nan    nan   3.759  1.445     1209     1     n    nan       0      1.00     1.00   +0.000     1   1.189
   40000    -7.41       80  16.13      nan     nan    nan    nan   3.666  1.427     1293     1     n    nan       0      1.00     1.00   +0.000     1   1.117
   45000    -7.36       80  14.93      nan     nan    nan    nan   3.416  1.434     1222     1     n    nan       0      1.00     1.00   +0.000     1   1.162
   50000    -7.40       80  16.66      nan     nan    nan    nan   3.506  1.437     1233     1     n    nan       0      1.00     1.00   +0.000     1   1.171
   55000    -7.09       80  17.18      nan     nan    nan    nan   3.459  1.426     1156     1     n    nan       0      1.00     1.00   +0.000     1   1.216
   60000    -7.22       80  16.93      nan     nan    nan    nan   3.312  1.428     1246     1     n    nan       0      1.00     1.00   +0.000     1   1.167
   65000    -7.43       80  12.53      nan     nan    nan    nan   3.384  1.437     1135     1     n    nan       0      1.00     1.00   +0.000     1   1.250
   70000    -7.29       80  15.55      nan     nan    nan    nan   3.463  1.425     1255     1     n    nan       0      1.00     1.00   +0.000     1   1.143
   75000    -7.28       80  17.74      nan     nan    nan    nan   3.400  1.433     1164     1     n    nan       0      1.00     1.00   +0.000     1   1.221
   80000    -7.26       80  17.34      nan     nan    nan    nan   3.559  1.442     1097     1     n    nan       0      1.00     1.00   +0.000     1   1.293
   85000    -7.47       80  16.82      nan     nan    nan    nan   3.459  1.444     1066     1     n    nan       0      1.00     1.00   +0.000     1   1.335
   90000    -7.21       80  15.88      nan     nan    nan    nan   3.247  1.442     1145     1     n    nan       0      1.00     1.00   +0.000     1   1.236
   95000    -7.38       80  16.62      nan     nan    nan    nan   3.400  1.441     1031     1     n    nan       0      1.00     1.00   +0.000     1   1.347
  100000    -7.38       80  17.92      nan     nan    nan    nan   3.516  1.440     1005     1     n    nan       0      1.00     1.00   +0.000     1   1.388
  105000    -7.08       80  17.59      nan     nan    nan    nan   3.216  1.423        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  110000    -7.31       79  16.51      nan     nan    nan    nan   3.639  1.428     1086     1     n    nan       0      1.00     1.00   +0.000     1   1.315
  115000    -7.29       79  17.94      nan     nan    nan    nan   3.418  1.426        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  120000    -7.31       79  17.40      nan     nan    nan    nan   3.399  1.421        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  125000    -7.13       79  16.70      nan     nan    nan    nan   3.339  1.432        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  130000    -7.18       79  16.69      nan     nan    nan    nan   3.377  1.434        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  135000    -7.00       79  17.23      nan     nan    nan    nan   3.351  1.431        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  140000    -7.33       79  17.67      nan     nan    nan    nan   3.563  1.446        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  145000    -7.38       79  17.23      nan     nan    nan    nan   3.892  1.421        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  150000    -7.41       79  17.42      nan     nan    nan    nan   3.623  1.449     1025     1     n    nan       0      1.00     1.00   +0.000     1   1.362
  155000    -7.52       79  17.31      nan     nan    nan    nan   3.481  1.438     1097     1     n    nan       0      1.00     1.00   +0.000     1   1.303
  160000    -7.62       79  16.30      nan     nan    nan    nan   3.858  1.440     1141     1     n    nan       0      1.00     1.00   +0.000     1   1.244
  165000    -7.13       79  17.45      nan     nan    nan    nan   3.595  1.422     1082     1     n    nan       0      1.00     1.00   +0.000     1   1.309
  170000    -6.89       80  16.23      nan     nan    nan    nan   3.209  1.438     1081     1     n    nan       0      1.00     1.00   +0.000     1   1.270
  175000    -7.33       80  15.94      nan     nan    nan    nan   3.381  1.435     1112     1     n    nan       0      1.00     1.00   +0.000     1   1.265
  180000    -7.23       80  16.60      nan     nan    nan    nan   3.369  1.426        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  185000    -7.35       80  13.00      nan     nan    nan    nan   3.122  1.439     1089     1     n    nan       0      1.00     1.00   +0.000     1   1.304
