MIXTURE 2-D: 0 short (2 tails) + 160 long (4 tails) + 2159 water, L=65.0, packing fraction 0.55, kT=0.45, start=random
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0     6.76        7   1.95    0.527   3.478  0.985  0.248   1.607  0.980        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   20000    -6.18       24   5.73    0.525   4.160  0.805 -0.091   3.208  1.467        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   40000    -6.52       24   6.14    0.526   3.692  0.867  0.018   3.854  1.459        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   60000    -6.52       24   5.57    0.534   3.692  0.852 -0.169   3.490  1.416        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   80000    -6.57       26   6.40    0.344   0.865  0.821  0.317   2.933  1.423        0     0     n   0.86       8      1.00     1.00   +0.000     0     nan
  100000    -6.79       26   6.42    0.328   0.632  0.851  0.149   3.221  1.418        0     0     n   1.60      15      1.00     1.00   +0.000     0     nan
  120000    -6.55       26   6.39    0.355   0.945  0.817  0.491   3.798  1.430        0     0     n   1.09      10      1.00     1.00   +0.000     0     nan
  140000    -6.48       35   8.04    0.331   0.513  0.862  0.219   3.593  1.444        0     0     n   1.22      32      1.00     1.00   +0.000     0     nan
  160000    -6.74       45   8.45    0.240   0.114  0.826  0.390   3.200  1.409        0     0     n   1.04      33      1.00     1.00   +0.000     0     nan
  180000    -6.79       53   8.86      nan     nan    nan    nan   3.302  1.382        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  200000    -6.76       77  13.37      nan     nan    nan    nan   3.782  1.442        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  220000    -7.02       77  12.72      nan     nan    nan    nan   3.727  1.435        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  240000    -6.98       77  12.98      nan     nan    nan    nan   3.487  1.421        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  260000    -6.91       77  13.04      nan     nan    nan    nan   3.312  1.420        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  280000    -7.08       77  13.53      nan     nan    nan    nan   3.627  1.425        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  300000    -6.93       77  13.56      nan     nan    nan    nan   3.623  1.426        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  320000    -7.07       77  13.35      nan     nan    nan    nan   3.568  1.424        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  340000    -7.16       72  12.68      nan     nan    nan    nan   3.663  1.431        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  360000    -7.11       77  12.91      nan     nan    nan    nan   3.795  1.443        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  380000    -7.16       77  13.13      nan     nan    nan    nan   3.597  1.436        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  400000    -6.99       61   9.43      nan     nan    nan    nan   3.447  1.414        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  420000    -7.17       61   9.74      nan     nan    nan    nan   3.467  1.414        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  440000    -7.29       77  13.42      nan     nan    nan    nan   3.831  1.424        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  460000    -7.00      133  22.74      nan     nan    nan    nan   3.609  1.441        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  480000    -7.20      133  22.67      nan     nan    nan    nan   3.716  1.435        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  500000    -6.95      133  22.70      nan     nan    nan    nan   3.633  1.436        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  520000    -6.91      153  22.91      nan     nan    nan    nan   3.410  1.441        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  540000    -7.18      153  23.38      nan     nan    nan    nan   3.781  1.436        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  560000    -7.21      130  22.70      nan     nan    nan    nan   3.804  1.451        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  580000    -7.10      130  22.71      nan     nan    nan    nan   3.935  1.437        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  600000    -7.28      152  21.58      nan     nan    nan    nan   3.709  1.435        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
