MIXTURE 2-D: 0 short (2 tails) + 160 long (4 tails) + 2159 water, L=65.0, packing fraction 0.55, kT=0.45, start=random
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0     6.73        7   1.94    0.527   3.478  0.985  0.253   1.607  0.979        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   20000    -5.84       20   5.05    0.421   1.500  0.855  0.301   3.087  1.423        0     0     n   0.57       1      1.00     1.00   +0.000     0     nan
   40000    -6.01       20   5.03    0.398   1.268  0.833  0.120   3.188  1.411        0     0     n   0.58       1      1.00     1.00   +0.000     0     nan
   60000    -6.25       20   6.97    0.475   2.411  0.827  0.113   3.025  1.413        0     0     n   0.28       4      1.00     1.00   +0.000     0     nan
   80000    -6.47       21   6.77    0.464   2.560  0.850 -0.046   3.548  1.403        0     0     n   0.08       1      1.00     1.00   +0.000     0     nan
  100000    -6.26       24   6.73    0.530   3.692  0.878 -0.137   3.979  1.429        0     0     n   0.17       2      1.00     1.00   +0.000     0     nan
  120000    -6.37       28   7.45    0.490   2.969  0.833 -0.169   3.661  1.394        0     0     n   0.26       5      1.00     1.00   +0.000     0     nan
  140000    -6.33       28   6.29    0.470   2.431  0.812  0.065   3.009  1.422        0     0     n   0.36       3      1.00     1.00   +0.000     0     nan
  160000    -6.50       28   6.02    0.457   2.431  0.833 -0.043   3.313  1.401        0     0     n   0.46       3      1.00     1.00   +0.000     0     nan
  180000    -6.65       28   6.28    0.475   2.431  0.833 -0.037   3.616  1.403        0     0     n   0.36       3      1.00     1.00   +0.000     0     nan
  200000    -6.60       28   6.48    0.477   2.535  0.845  0.053   3.446  1.412        0     0     n   0.51       5      1.00     1.00   +0.000     0     nan
  220000    -6.74       52  12.91      nan     nan    nan    nan   3.635  1.405        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  240000    -6.61       52  11.46      nan     nan    nan    nan   3.808  1.437        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  260000    -6.74       52  11.78      nan     nan    nan    nan   3.683  1.425        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  280000    -6.53       52  12.70      nan     nan    nan    nan   3.663  1.398        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  300000    -6.67       52  12.94      nan     nan    nan    nan   3.688  1.403        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  320000    -6.71       52  12.81      nan     nan    nan    nan   3.971  1.419        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  340000    -6.59       41   9.80    0.459   2.347  0.801  0.103   3.799  1.452        0     0     n   0.72      39      1.00     1.00   +0.000     0     nan
  360000    -6.67       41   9.52    0.485   2.930  0.842 -0.013   3.896  1.434        0     0     n   0.53      26      1.00     1.00   +0.000     0     nan
  380000    -6.50       42  11.49      nan     nan    nan    nan   3.690  1.432        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  400000    -6.49       52  14.43      nan     nan    nan    nan   3.750  1.432        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  420000    -6.59       52  13.88      nan     nan    nan    nan   4.072  1.418        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  440000    -6.82       52  13.53      nan     nan    nan    nan   3.409  1.411        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  460000    -6.86       92  16.23      nan     nan    nan    nan   3.837  1.413       47     1     n    nan       0      1.00     1.00   +0.000     0     nan
  480000    -6.79       92  15.96      nan     nan    nan    nan   3.753  1.421       40     1     n    nan       0      1.00     1.00   +0.000     0     nan
  500000    -6.77       92  16.01      nan     nan    nan    nan   3.967  1.427        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  520000    -6.86       92  16.24      nan     nan    nan    nan   4.019  1.429       42     1     n    nan       0      1.00     1.00   +0.000     0     nan
  540000    -6.78      142  24.97      nan     nan    nan    nan   3.813  1.423        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  560000    -6.67      142  25.31      nan     nan    nan    nan   3.664  1.427        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  580000    -6.73      142  26.58      nan     nan    nan    nan   3.702  1.408        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  600000    -6.60      142  26.40      nan     nan    nan    nan   3.475  1.436        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
