steric push-off: E/lipid 0.9 -> -21.5, min non-bonded r 0.036 -> 0.850
MIXTURE 2-D: 0 short (2 tails) + 80 long (4 tails) + 956 water, L=44.0, packing fraction 0.55, kT=0.45, start=ring
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0    -7.84       80  17.42      nan     nan    nan    nan   2.694  1.462     1296     1     n    nan       0      1.00     1.00   +0.000     1   0.468
    5000    -7.87       80  17.52      nan     nan    nan    nan   4.166  1.464     1407     1     n    nan       0      1.00     1.00   +0.000     1   0.438
   10000    -7.27       80  17.08      nan     nan    nan    nan   3.509  1.456     1433     1     n    nan       0      1.00     1.00   +0.000     1   0.432
   15000    -7.39       80  17.20      nan     nan    nan    nan   3.606  1.457     1491     1     n    nan       0      1.00     1.00   +0.000     1   0.414
   20000    -7.04       80  17.15      nan     nan    nan    nan   3.366  1.431     1468     1     n    nan       0      1.00     1.00   +0.000     1   0.429
   25000    -7.20       80  17.16      nan     nan    nan    nan   3.537  1.433     1545     1     n    nan       0      1.00     1.00   +0.000     1   0.401
   30000    -7.03       80  17.11      nan     nan    nan    nan   3.566  1.436     1482     1     n    nan       0      1.00     1.00   +0.000     1   0.417
   35000    -7.25       80  17.48      nan     nan    nan    nan   3.737  1.439     1530     1     n    nan       0      1.00     1.00   +0.000     1   0.400
   40000    -7.38       80  16.97      nan     nan    nan    nan   3.519  1.425     1495     1     n    nan       0      1.00     1.00   +0.000     1   0.421
   45000    -7.30       80  17.06      nan     nan    nan    nan   3.400  1.450     1443     1     n    nan       0      1.00     1.00   +0.000     1   0.430
   50000    -7.48       80  15.58      nan     nan    nan    nan   3.797  1.454     1359     1     n    nan       0      1.00     1.00   +0.000     1   0.452
   55000    -7.19       80  14.05      nan     nan    nan    nan   3.544  1.434     1276     1     n    nan       0      1.00     1.00   +0.000     1   0.464
   60000    -7.62       80  14.85      nan     nan    nan    nan   3.953  1.449     1299     1     n    nan       0      1.00     1.00   +0.000     1   0.478
   65000    -7.34       80  13.77      nan     nan    nan    nan   3.297  1.430     1196     1     n    nan       0      1.00     1.00   +0.000     1   0.511
   70000    -7.28       80  13.27      nan     nan    nan    nan   3.534  1.444     1281     1     n    nan       0      1.00     1.00   +0.000     1   0.464
   75000    -6.99       80  13.38      nan     nan    nan    nan   3.403  1.423     1305     1     n    nan       0      1.00     1.00   +0.000     1   0.470
   80000    -7.14       80  13.70      nan     nan    nan    nan   3.519  1.430     1331     1     n    nan       0      1.00     1.00   +0.000     1   0.464
   85000    -7.24       80  13.31      nan     nan    nan    nan   3.728  1.423     1290     1     n    nan       0      1.00     1.00   +0.000     1   0.481
