steric push-off: E/lipid 1.5 -> -21.7, min non-bonded r 0.044 -> 0.850
MIXTURE 2-D: 0 short (2 tails) + 80 long (4 tails) + 956 water, L=44.0, packing fraction 0.55, kT=0.45, start=ring
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0    -7.81       80  17.41      nan     nan    nan    nan   2.700  1.461     1291     1     n    nan       0      1.00     1.00   +0.000     1   0.463
    5000    -7.39       80  17.21      nan     nan    nan    nan   3.891  1.446     1397     1     n    nan       0      1.00     1.00   +0.000     1   0.434
   10000    -7.50       80  17.37      nan     nan    nan    nan   3.703  1.458     1400     1     n    nan       0      1.00     1.00   +0.000     1   0.441
   15000    -7.34       80  17.39      nan     nan    nan    nan   3.519  1.436     1300     1     n    nan       0      1.00     1.00   +0.000     1   0.455
   20000    -6.90       80  16.93      nan     nan    nan    nan   3.153  1.412     1307     1     n    nan       0      1.00     1.00   +0.000     1   0.449
   25000    -6.93       80  16.58      nan     nan    nan    nan   3.262  1.442     1284     1     n    nan       0      1.00     1.00   +0.000     1   0.470
   30000    -7.35       80  14.29      nan     nan    nan    nan   3.591  1.434     1196     1     n    nan       0      1.00     1.00   +0.000     1   0.498
   35000    -6.99       80  14.43      nan     nan    nan    nan   3.291  1.424     1153     1     n    nan       0      1.00     1.00   +0.000     1   0.519
   40000    -7.32       80  16.68      nan     nan    nan    nan   3.634  1.436     1252     1     n    nan       0      1.00     1.00   +0.000     1   0.464
   45000    -7.28       80  16.41      nan     nan    nan    nan   3.597  1.452     1183     1     n    nan       0      1.00     1.00   +0.000     1   0.509
   50000    -7.23       80  17.13      nan     nan    nan    nan   3.434  1.443     1196     1     n    nan       0      1.00     1.00   +0.000     1   0.484
   55000    -7.58       80  17.08      nan     nan    nan    nan   3.622  1.444        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   60000    -7.07       80  14.69      nan     nan    nan    nan   3.491  1.462     1186     1     n    nan       0      1.00     1.00   +0.000     1   0.497
   65000    -7.37       80  14.43      nan     nan    nan    nan   3.466  1.445     1260     1     n    nan       0      1.00     1.00   +0.000     1   0.471
   70000    -7.25       80  14.19      nan     nan    nan    nan   3.750  1.446     1322     1     n    nan       0      1.00     1.00   +0.000     1   0.456
   75000    -7.23       80  13.76      nan     nan    nan    nan   3.862  1.424     1266     1     n    nan       0      1.00     1.00   +0.000     1   0.477
   80000    -6.96       80  12.95      nan     nan    nan    nan   3.472  1.434     1160     1     n    nan       0      1.00     1.00   +0.000     1   0.502
   85000    -6.95       80  14.25      nan     nan    nan    nan   3.053  1.428     1312     1     n    nan       0      1.00     1.00   +0.000     1   0.449
   90000    -6.94       51  11.29      nan     nan    nan    nan   2.838  1.400        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
   95000    -6.71       80  13.08      nan     nan    nan    nan   3.425  1.421        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  100000    -6.77       80  12.74      nan     nan    nan    nan   3.069  1.448        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  105000    -7.07       80  12.59      nan     nan    nan    nan   3.634  1.432        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  110000    -7.05       80  12.85      nan     nan    nan    nan   3.012  1.435        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
