MIXTURE 2-D: 0 short (2 tails) + 160 long (4 tails) + 2159 water, L=65.0, packing fraction 0.55, kT=0.45, start=random
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0     7.21        7   2.37    0.370   1.103  0.966 -0.017   0.643  1.118        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   20000    -6.06       12   4.51    0.427   1.702  0.872  0.287   3.479  1.397        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   40000    -6.17       18   5.10    0.492   3.148  0.840  0.071   4.306  1.453        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   60000    -6.36       19   5.16    0.531   3.803  0.799 -0.189   3.263  1.444        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   80000    -6.63       29   6.88    0.505   2.960  0.841 -0.029   4.103  1.425        0     0     n   0.15       2      1.00     1.00   +0.000     0     nan
  100000    -6.36       29   7.12    0.509   3.071  0.806 -0.002   3.319  1.429        0     0     n   0.32       5      1.00     1.00   +0.000     0     nan
  120000    -6.67       29   6.57    0.480   2.745  0.793 -0.005   3.397  1.423        0     0     n   0.28       3      1.00     1.00   +0.000     0     nan
  140000    -6.66       29   6.70    0.488   2.745  0.860  0.046   3.164  1.424        0     0     n   0.34       4      1.00     1.00   +0.000     0     nan
  160000    -6.59       44  10.70      nan     nan    nan    nan   3.625  1.418        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  180000    -6.57       44  10.34      nan     nan    nan    nan   4.034  1.439        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  200000    -6.50       44  10.09      nan     nan    nan    nan   3.631  1.423        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  220000    -6.57       44  10.75      nan     nan    nan    nan   3.960  1.448        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  240000    -6.64       44   9.84      nan     nan    nan    nan   3.812  1.437        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  260000    -6.74       44  10.37      nan     nan    nan    nan   3.835  1.449        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  280000    -6.80       44  10.31      nan     nan    nan    nan   3.835  1.422        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  300000    -6.55       44  11.61      nan     nan    nan    nan   3.670  1.414        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  320000    -6.55       44  11.45      nan     nan    nan    nan   3.358  1.414        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  340000    -6.79       44  10.54      nan     nan    nan    nan   3.670  1.441        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  360000    -6.72       44   9.78      nan     nan    nan    nan   4.210  1.452        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  380000    -6.80       44  10.81      nan     nan    nan    nan   3.642  1.433        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  400000    -6.72       44  11.21      nan     nan    nan    nan   3.335  1.443        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  420000    -6.62       44  11.41      nan     nan    nan    nan   3.739  1.437        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  440000    -6.53       77  19.92      nan     nan    nan    nan   3.302  1.428        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  460000    -6.60       77  20.60      nan     nan    nan    nan   3.815  1.426        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  480000    -6.74       77  19.17      nan     nan    nan    nan   3.756  1.433        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  500000    -6.80       56  11.32      nan     nan    nan    nan   3.308  1.411        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  520000    -6.69       77  20.87      nan     nan    nan    nan   3.422  1.426        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  540000    -6.87       77  18.37      nan     nan    nan    nan   3.614  1.439        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  560000    -6.74       77  19.64      nan     nan    nan    nan   3.698  1.430        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  580000    -6.69       77  18.32      nan     nan    nan    nan   3.545  1.425        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
  600000    -6.71       77  18.12      nan     nan    nan    nan   3.601  1.393        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
