MIXTURE 2-D: 0 short (2 tails) + 208 long (4 tails) + 4887 water, L=92.0, packing fraction 0.55, kT=0.45, start=random
  chi RAW      HH +0.20  HT -0.25  TT +0.70  HW +0.75  TW +0.00  WW +0.50
  chi EFFECTIVE (solvent-averaged, this is what the beads feel): HH -0.800  HT -0.500  TT +1.200   [negative = repulsive]
enrichment = (short fraction of OUTER leaflet) - (short fraction of INNER leaflet); 0 = no partitioning
    step    E/lip  largest  R_mid  shellCV  hollow    mix    seg  burial   core  lumen_c  nenc  perc  lumen  lumenW  shortOUT  shortIN   enrichment  nves  lumH2O
       0     3.32        9   3.21    0.581   4.444  0.956  0.236   2.028  1.254        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   20000    -5.66       13   3.79    0.481   2.844  0.926 -0.140   3.808  1.326        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   40000    -5.95       13   3.72    0.511   3.091  0.893 -0.122   2.673  1.363        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   60000    -6.03       15   3.99    0.480   2.717  0.833  0.018   2.850  1.424        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
   80000    -6.26       17   4.80    0.500   3.228  0.799 -0.168   4.235  1.466        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  100000    -6.24       17   4.76    0.502   3.429  0.869 -0.142   3.765  1.464        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  120000    -6.39       18   5.37    0.503   2.794  0.854  0.126   3.208  1.443        0     0     n   0.00       0      1.00      nan   +nan     0     nan
  140000    -6.68       18   5.04    0.533   3.724  0.840 -0.039   3.403  1.435        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  160000    -6.40       20   5.51    0.487   3.176  0.861  0.049   3.712  1.422        0     0     n   0.00       0      1.00     1.00   +0.000     0     nan
  180000    -6.46       20   5.06    0.515   3.176  0.877  0.177   2.925  1.392        0     0     n   0.00       0      1.00      nan   +nan     0     nan
  200000    -6.45       34   8.58    0.435   1.984  0.827  0.104   3.243  1.426        0     0     n   0.68      26      1.00     1.00   +0.000     0     nan
  220000    -6.40       34   8.68    0.425   2.222  0.833  0.265   3.507  1.414        0     0     n   0.91      36      1.00     1.00   +0.000     0     nan
  240000    -6.59       34   8.50    0.393   1.541  0.810 -0.019   3.647  1.425        0     0     n   0.84      31      1.00     1.00   +0.000     0     nan
  260000    -6.52       34   8.88    0.397   1.684  0.806  0.264   3.632  1.405        0     0     n   0.84      36      1.00     1.00   +0.000     0     nan
  280000    -6.68       34   7.94    0.376   1.135  0.873  0.395   3.478  1.409        0     0     n   0.74      21      1.00     1.00   +0.000     0     nan
  300000    -6.60       34   8.55    0.399   1.401  0.868  0.401   2.919  1.393        0     0     n   0.59      22      1.00     1.00   +0.000     0     nan
  320000    -6.54       34   7.77    0.389   1.266  0.833  0.231   3.353  1.426        0     0     n   0.78      20      1.00     1.00   +0.000     0     nan
  340000    -6.79       34   7.84    0.407   1.612  0.868  0.232   3.331  1.397        0     0     n   0.75      20      1.00     1.00   +0.000     0     nan
  360000    -6.66       34   7.91    0.384   1.266  0.843  0.252   3.537  1.413        0     0     n   0.86      24      1.00     1.00   +0.000     0     nan
  380000    -6.65       34   7.19    0.378   1.266  0.815  0.153   3.110  1.387        0     0     n   0.98      18      1.00     1.00   +0.000     0     nan
  400000    -6.85       34   7.85    0.394   1.333  0.833  0.259   3.860  1.415        0     0     n   0.74      20      1.00     1.00   +0.000     0     nan
  420000    -6.58       38   8.83    0.345   0.834  0.833  0.174   3.730  1.410        0     0     n   0.90      38      1.00     1.00   +0.000     0     nan
  440000    -6.45       38   9.13    0.362   1.057  0.825  0.258   3.342  1.406        0     0     n   0.61      29      1.00     1.00   +0.000     0     nan
  460000    -6.75       38   8.36    0.353   1.000  0.822  0.320   3.776  1.410        0     0     n   0.73      25      1.00     1.00   +0.000     0     nan
  480000    -6.70       44   9.40    0.448   2.133  0.833  0.118   3.528  1.430        0     0     n   0.45      24      1.00     1.00   +0.000     0     nan
  500000    -6.94       44   9.32    0.466   2.516  0.806 -0.015   3.466  1.414        0     0     n   0.47      24      1.00     1.00   +0.000     0     nan
  520000    -6.70       44   8.92    0.477   2.321  0.850  0.028   3.801  1.410        0     0     n   0.50      22      1.00     1.00   +0.000     0     nan
  540000    -6.96       44   8.33    0.476   2.321  0.860 -0.003   3.335  1.401        0     0     n   0.59      20      1.00     1.00   +0.000     0     nan
  560000    -6.80       44   9.27    0.490   2.582  0.821  0.118   3.591  1.416        0     0     n   0.52      26      1.00     1.00   +0.000     0     nan
  580000    -6.89       44   9.61    0.465   2.385  0.784  0.125   3.369  1.437        0     0     n   0.63      36      1.00     1.00   +0.000     0     nan
  600000    -6.72       42   8.29    0.493   3.133  0.850 -0.043   3.119  1.390        0     0     n   0.15       5      1.00     1.00   +0.000     0     nan
  620000    -6.76       44   9.19    0.445   2.582  0.858  0.187   3.386  1.411        0     0     n   0.70      34      1.00     1.00   +0.000     0     nan
  640000    -6.76       44   9.32    0.435   2.258  0.873  0.110   3.824  1.411        0     0     n   0.76      39      1.00     1.00   +0.000     0     nan
  660000    -6.81       44   9.35    0.409   1.835  0.824  0.018   3.261  1.407        0     0     n   0.60      31      1.00     1.00   +0.000     0     nan
  680000    -6.72       44  10.17    0.421   2.258  0.855  0.226   3.307  1.417        0     0     n   0.64      44      1.00     1.00   +0.000     0     nan
  700000    -6.68       44  10.02    0.450   2.321  0.864 -0.008   3.693  1.407        0     0     n   0.73      48      1.00     1.00   +0.000     0     nan
  720000    -6.93       44  10.32    0.448   2.321  0.848  0.196   3.795  1.422        0     0     n   0.75      54      1.00     1.00   +0.000     0     nan
  740000    -6.85       44   9.83    0.467   2.321  0.833  0.045   3.881  1.413        0     0     n   0.68      42      1.00     1.00   +0.000     0     nan
  760000    -6.82       44  10.69    0.433   2.133  0.824  0.291   3.869  1.430        0     0     n   0.78      63      1.00     1.00   +0.000     0     nan
  780000    -6.72       44  10.06    0.398   1.609  0.824  0.167   3.608  1.447        0     0     n   0.90      60      1.00     1.00   +0.000     0     nan
  800000    -6.78       44  11.16    0.381   1.500  0.828  0.139   3.602  1.438        0     0     n   0.81      75      1.00     1.00   +0.000     0     nan
  820000    -6.76       44  10.64    0.385   1.393  0.836  0.128   3.864  1.431        0     0     n   1.01      81      1.00     1.00   +0.000     0     nan
  840000    -6.81       44  10.01    0.370   1.087  0.818  0.228   3.909  1.425        0     0     n   0.93      61      1.00     1.00   +0.000     0     nan
  860000    -6.77       44  10.00    0.424   2.133  0.812  0.337   3.398  1.420        0     0     n   0.72      47      1.00     1.00   +0.000     0     nan
  880000    -6.77       44  10.08    0.409   1.721  0.818  0.366   3.625  1.428        0     0     n   0.78      52      1.00     1.00   +0.000     0     nan
  900000    -6.83       44   9.83    0.404   1.835  0.833  0.145   3.494  1.392        0     0     n   0.83      51      1.00     1.00   +0.000     0     nan
  920000    -6.73       44  10.51    0.421   2.012  0.866  0.313   3.938  1.417        0     0     n   0.81      62      1.00     1.00   +0.000     0     nan
  940000    -6.74       44  10.49    0.385   1.609  0.836  0.449   3.699  1.413        0     0     n   0.85      65      1.00     1.00   +0.000     0     nan
  960000    -6.74       44  10.28    0.364   1.341  0.816  0.283   3.852  1.423        0     0     n   0.81      58      1.00     1.00   +0.000     0     nan
  980000    -6.80       44   9.79    0.353   1.137  0.819  0.394   3.545  1.417        0     0     n   0.86      52      1.00     1.00   +0.000     0     nan
 1000000    -6.81       44   9.49    0.341   0.941  0.843  0.365   3.551  1.425        0     0     n   0.97      53      1.00     1.00   +0.000     0     nan
 1020000    -6.75       62  15.37    0.511   3.254  0.830  0.115   3.508  1.436        0     0     n   0.89     209      1.00     1.00   +0.000     0     nan
 1040000    -6.81       62  14.54    0.519   3.529  0.828  0.124   3.681  1.437        0     0     n   0.87     175      1.00     1.00   +0.000     0     nan
 1060000    -6.80       74  18.43      nan     nan    nan    nan   3.980  1.440        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1080000    -6.88       74  18.81      nan     nan    nan    nan   3.503  1.443        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1100000    -6.94       69  16.76      nan     nan    nan    nan   3.743  1.448        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1120000    -7.04       74  17.67      nan     nan    nan    nan   3.642  1.444        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1140000    -6.71       74  18.00      nan     nan    nan    nan   3.584  1.424        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1160000    -7.02       66  17.32      nan     nan    nan    nan   3.826  1.460        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1180000    -6.98       74  18.17      nan     nan    nan    nan   3.608  1.440        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1200000    -6.94       74  17.67      nan     nan    nan    nan   3.740  1.447        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1220000    -6.85       74  17.74      nan     nan    nan    nan   3.655  1.460        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1240000    -7.08       74  16.92      nan     nan    nan    nan   3.551  1.448        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1260000    -6.79       74  16.84      nan     nan    nan    nan   3.730  1.443        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1280000    -6.74       74  17.19      nan     nan    nan    nan   3.426  1.459        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1300000    -7.00       74  17.43      nan     nan    nan    nan   3.706  1.439        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1320000    -6.93       74  17.12      nan     nan    nan    nan   3.632  1.438        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1340000    -6.75       74  16.93      nan     nan    nan    nan   3.628  1.437        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1360000    -7.04       74  16.45      nan     nan    nan    nan   3.929  1.459        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1380000    -6.77       53  13.85    0.524   3.882  0.816 -0.082   3.160  1.450        0     0     n   0.76     134      1.00     1.00   +0.000     0     nan
 1400000    -6.90       74  16.17      nan     nan    nan    nan   3.436  1.441        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1420000    -6.96       68  14.88      nan     nan    nan    nan   3.643  1.440        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1440000    -6.94       74  17.66      nan     nan    nan    nan   3.662  1.432        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1460000    -7.06       74  18.55      nan     nan    nan    nan   3.709  1.458        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1480000    -6.98       90  16.39      nan     nan    nan    nan   3.108  1.390        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1500000    -6.94       90  15.75      nan     nan    nan    nan   3.367  1.379        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1520000    -6.95       90  15.86      nan     nan    nan    nan   3.472  1.390        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1540000    -6.98       90  16.20      nan     nan    nan    nan   3.469  1.406        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1560000    -7.08       90  16.14      nan     nan    nan    nan   3.206  1.395        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
 1580000    -6.97       90  15.81    0.375   1.308  0.823  0.125   3.106  1.390        0     0     n   1.00     253      1.00     1.00   +0.000     0     nan
 1600000    -7.01       90  16.23      nan     nan    nan    nan   3.344  1.398        0     0     n    nan       0      1.00     1.00   +0.000     0     nan
