chi_ht	seed	steps	largest_max	nenc_ckpts	vesicle_calls	wall_s
-0.25	3	200000	43	0	0	1246.4
-0.25	1	200000	78	0	0	1252.1
0.0	3	200000	63	0	0	1253.3
-0.25	2	200000	46	0	0	1256.4
0.0	2	200000	28	0	0	1257.6
0.0	1	200000	33	0	0	1261.9
